assembly IDs	species	genus	family	order	class	phylum	superkingdom	gram_stain	metabolism	pathways	carbon_substrates	sporulation	motility	range_tmp	range_salinity	cell_shape	isolation_source	d1_lo	d1_up	d2_lo	d2_up	doubling_h	genome_size	gc_content	coding_genes	optimum_tmp	optimum_ph	growth_tmp	rRNA16S_genes	tRNA_genes	gram_stain.count	metabolism.count	pathways.count	carbon_substrates.count	sporulation.count	motility.count	range_tmp.count	range_salinity.count	cell_shape.count	isolation_source.count	gram_stain.prop	metabolism.prop	pathways.prop	carbon_substrates.prop	sporulation.prop	motility.prop	range_tmp.prop	range_salinity.prop	cell_shape.prop	isolation_source.prop	d1_lo.count	d1_up.count	d2_lo.count	d2_up.count	doubling_h.count	genome_size.count	gc_content.count	coding_genes.count	optimum_tmp.count	optimum_ph.count	growth_tmp.count	rRNA16S_genes.count	tRNA_genes.count	d1_lo.stdev	d1_up.stdev	d2_lo.stdev	d2_up.stdev	doubling_h.stdev	genome_size.stdev	gc_content.stdev	coding_genes.stdev	optimum_tmp.stdev	optimum_ph.stdev	growth_tmp.stdev	rRNA16S_genes.stdev	tRNA_genes.stdev	data_source	ref_id	tid
GCA_900143185.1	Chryseobacterium scophthalmum	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria	negative	aerobic	fermentation								0.5					4468393.0					30.0			1	1.0	2	0	0	0	0	0	0	0.0	100.0	100.0	100.0								1	0	0.0	0.0	0	1	0	0	0	0	1	0	0	0.0													engqvist, faprotax, gold, pasteur, bergeys	705, 999, 13521	59733
GCA_002933115.1	Rathayibacter iranicus	Rathayibacter	Microbacteriaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic														3380746.0			27.0		28.5			1	1.0	0	0	0	0	0	0	0	0.0	100.0	100.0									0	0	0.0	0.0	0	1	0	0	1	0	2	0	0											0.7070000000000001			engqvist, gold, pasteur	705, 13521	59737
GCA_000744435.1	Hippea jasoniae	Hippea	Desulfurellaceae	Desulfurellales	Deltaproteobacteria	Proteobacteria	Bacteria	negative	anaerobic		acetate, propionate, succinate					bacillus	water_marine_hydrothermal	0.6		2.75			1714776.0			62.5	4.75	65.0			1	2.0	0	1	0	0	0	0	1	1.0	100.0	100.0		100.0					100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 3222, 13521	944479
GCA_000069925.1	Candidatus Phytoplasma australiense	Candidatus Phytoplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria	negative				no		mesophilic		coccus	host_plant						909891.5	27.333000000000002	808.6				2.0	34.0	3	0.0	0	0	1	0	1	0	2	1.0	100.0				100.0		100.0		100.0	50.0	0	0	0.0	0.0	0	8	3	5	0	0	0	4	3						41310.775	0.115	178.332				0.0	0.0	genbank, gold, jemma-refseq, kegg, microbe-directory, patric, protraits, rrndb	6209, 8829, 13521, 13845, 15981, 17721, 19891, 19897, 19908, 19991	59748
GCA_001545135.1	Mycobacterium wolinskyi	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	microaerophilic								host_animal_endotherm						7440556.0					32.0			1	1.0	0	0	0	0	0	0	0	1.0	100.0	50.0								100.0	0	0	0.0	0.0	0	1	0	0	0	0	1	0	0														bacdive-microa, engqvist, gold, pasteur	151, 705, 13521	59750
GCA_003217075.1	Paraburkholderia silvatlantica	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrate_reduction, nitrogen_fixation	adonitol, cellobiose, rhamnose, ribose, sucrose	no	flagella			bacillus	host_plant_root-associated	0.8	0.9	1.6	1.9		8080752.4			33.0	7.0	30.0			1	2.0	2	1	1	1	0	0	2	2.0	100.0	66.7	100.0	100.0	100.0	100.0			100.0	100.0	2	2	2.0	2.0	0	5	0	0	2	1	1	0	0	0.0	0.0	0.0	0.0		125872.235			0.0					engqvist, fierer, gold, pasteur	705, 2356, 13521	321895
GCA_006716885.1	Ornithinimicrobium humiphilum	Ornithinimicrobium	Intrasporangiaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic																			31.0			1	2.0	0	0	0	0	0	0	0	0.0	100.0	100.0									0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, gold, pasteur	705, 13521	125288
GCA_001887115.1	Alcanivorax borkumensis	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	hydrocarbon_degradation, aliphatic_non_methane_hydrocarbon_degradation		no	no	mesophilic	moderate-halophilic	bacillus	water_marine					2.01	3120142.4	54.7	2749.667			24.5	3.0	42.0	4	3.0	9	0	2	2	1	1	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0	0	0	0.0	0.0	1	5	2	3	0	0	2	2	2						1.3419999999999999	0.0	5.507999999999999			6.364	0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb, silva	705, 1651, 20285, 20286, 6154, 13521, 13581, 15609, 19891, 19897, 19908, 20042	59754
GCA_003385175.1	Amycolatopsis ruanii	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinobacteria	Actinobacteria	Bacteria		obligate aerobic		fructose, glycogen, mannose, xylitol	yes	no			bacillus	soil	0.4		1.5											0	1.0	0	1	1	1	0	0	1	1.0		100.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	0	0	0	0	0	0.0		0.0											fierer	1984	944491
GCA_004364585.1	Nesterenkonia aurantiaca	Nesterenkonia	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria		aerobic																			25.0			0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														engqvist, pasteur	705	1436010
GCA_000620785.1	Pseudonocardia acaciae	Pseudonocardia	Pseudonocardiaceae	Pseudonocardiales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic	nitrate_reduction	adonitol, arabinose, fructose, glucose, glycerol, mannitol, mannose, myo-inositol, rhamnose, ribose, xylose	yes	no				host_plant_root-associated						9931328.0			37.0	6.5	37.0			1	2.0	1	1	2	1	0	0	0	1.0	100.0	66.7	100.0	100.0	100.0	100.0				50.0	0	0	0.0	0.0	0	1	0	0	2	1	1	0	0									0.0					engqvist, fierer, gold, pasteur	705, 4627, 13521	551276
GCA_003944805.1	Bacillus canaveralius	Bacillus	Bacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria		obligate aerobic	nitrate_reduction	arabinose, cellobiose, melibiose, sucrose	yes	yes			bacillus	built_environment_surfaces	1.0		4.0						32.0	7.4				0	1.0	1	1	1	1	0	0	1	2.0		100.0	100.0	100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	1	0	0	0														fierer, gold	2158, 13521	1403243
GCA_003385215.1	Amycolatopsis thermalba	Amycolatopsis	Pseudonocardiaceae	Pseudonocardiales	Actinobacteria	Actinobacteria	Bacteria		obligate aerobic		fructose, glycogen, mannose, xylitol	yes	no			bacillus	soil	0.35		1.65											0	1.0	0	1	1	1	0	0	1	1.0		100.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	0	0	0	0	0	0.0		0.0											fierer	1984	944492
GCA_006539525.1	Glutamicibacter nicotianae	Glutamicibacter	Micrococcaceae	Micrococcales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic	nitrate_reduction_to_ammonia, nitrate_reduction, nitrite_reduction_to_ammonia, nitrite_reduction				mesophilic			wastewater						3554887.0	61.92100000000001				32.0			3	2.0	11	0	0	0	1	0	0	2.0	100.0	100.0	100.0				100.0			100.0	0	0	0.0	0.0	0	1	1	0	0	0	3	0	0											4.359			engqvist, faprotax, gold, pasteur, patric	705, 765, 767, 13521, 19897	37929
GCA_000711725.1	Roseomonas aerilata	Roseomonas	Acetobacteraceae	Rhodospirillales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic		3-hydroxybenzoate, 3-hydroxybutyrate		no			coccus		1.275	1.5	1.275	1.5		6430623.0			30.0	6.5	30.0			1	2.0	0	1	0	2	0	0	2	0.0	100.0	66.7		100.0		100.0			100.0		2	1	2.0	1.0	0	1	0	0	2	1	1	0	0	0.106		0.106						0.0					engqvist, fierer, gold, pasteur	705, 4806, 13521	452982
GCA_013395975.1	Chromohalobacter salexigens	Chromohalobacter	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	urea_degradation		no	yes	mesophilic	moderate-halophilic	bacillus	rock_deep	0.7	1.0	2.0	3.0	5.776	3696649.2	63.9	3271.0	37.0		31.0	5.0	69.0	4	3.0	1	0	3	2	1	1	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0	1	1	1.0	1.0	1	5	2	3	2	0	2	2	2	0.0	0.0	0.0	0.0		0.447	0.0	33.867	0.0		1.4140000000000001	0.0	0.0	engqvist, faprotax, genbank, gold, jemma-refseq, kegg, mediadb, microbe-directory, pasteur, patric, protraits, rrndb, bergeys	705, 1070, 5731, 13521, 13906, 15576, 19750, 19891, 19897, 19908	158080
GCA_000971985.1	Paenibacillus dauci	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																5388450.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1567106
GCA_000971965.1	Paenibacillus wulumuqiensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria																5236662.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1567107
GCA_001647285.1	Rufibacter roseus	Rufibacter	Hymenobacteraceae	Cytophagales	Cytophagia	Bacteroidetes	Bacteria																5116713.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1567108
GCA_009493695.1	Paracoccus marcusii	Paracoccus	Rhodobacteraceae	Rhodobacterales	Alphaproteobacteria	Proteobacteria	Bacteria	negative										1.0	1.5	1.0	2.0										1	0.0	0	0	0	0	0	0	0	0.0	100.0										1	1	1.0	1.0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0										gold, bergeys	13521	59779
GCA_000421925.1	Sphingobium chinhatense	Sphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic		arabinose, caprate, fructose, galactose, glucose, myo-inositol, proline, ribose, salicin, serine, trehalose, xylose	no	no			bacillus	soil_contaminated						5847843.0	64.1			7.5				4	2.0	0	1	3	1	0	0	1	1.0	100.0	100.0		100.0	100.0	100.0			100.0	100.0	0	0	0.0	0.0	0	2	1	0	0	1	0	0	0						0.0								fierer, gold, microbe-directory, patric, protraits	5047, 13521, 19891, 19897, 19908	420233
GCA_900055185.1	Grimontia celer	Grimontia	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria																5552838.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1796497
GCA_013395035.1	Sphingomonas echinoides	Sphingomonas	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic			no	yes			bacillus	bioreactor/digester	0.8		1.9			4180007.0					28.5			3	2.0	0	0	3	1	0	0	1	1.0	100.0	100.0			100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	0	0	2	0	0	0.0		0.0								0.7070000000000001			engqvist, gold, microbe-directory, pasteur, protraits, bergeys	705, 13521, 19891, 19908	59803
GCA_004342165.1	Natranaerovirga pectinivora	Natranaerovirga		Clostridiales	Clostridia	Firmicutes	Bacteria																					30.0			0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	0	0	0	0	0	1	0	0											0.0			engqvist	705	682400
GCA_001499825.1	Mycobacterium novocastrense	Mycobacterium	Mycobacteriaceae	Corynebacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	aerobic	nitrate_reduction							host_animal_endotherm_surface	3.0	4.0				6216119.0					37.0			1	1.0	1	0	0	0	0	0	0	1.0	100.0	100.0	100.0							100.0	1	1	0.0	0.0	0	1	0	0	0	0	1	0	0	0.0	0.0												engqvist, faprotax, gold, pasteur, bergeys	705, 767, 13521	59813
GCA_014155765.1	Pantoea dispersa	Pantoea	Erwiniaceae	Enterobacterales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic			no				bacillus	soil						4814566.727					29.0			3	3.0	0	0	2	0	0	0	1	2.0	100.0	100.0			100.0				100.0	100.0	0	0	0.0	0.0	0	11	0	0	0	0	1	0	0						133058.179								engqvist, gold, microbe-directory, pasteur, protraits	705, 13521, 19891, 19908	59814
GCA_000495255.1	Wheat blue dwarf phytoplasma	Candidatus Phytoplasma	Acholeplasmataceae	Acholeplasmatales	Mollicutes	Tenericutes	Bacteria																611462.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	321961
GCA_013113905.1	Vibrio coralliilyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	facultative			no	yes	mesophilic	moderate-halophilic	bacillus	host_animal						5699967.473999999	45.674	5007.75	25.666999999999998		29.0	8.75	105.0	6	3.0	0	0	5	4	2	1	3		100.0	75.0			100.0	100.0	100.0	100.0	75.0		0	0	0.0	0.0	0	19	7	8	3	0	2	4	6						200111.187	0.113	391.6	1.155		1.4140000000000001	3.202	14.792	engqvist, genbank, gold, jemma-refseq, kegg, microbe-directory, pasteur, patric, protraits, rrndb	705, 6399, 8773, 9388, 9684, 10058, 13521, 15200, 18381, 18421, 19891, 19897, 19908	190893
GCA_903986985.1	Vibrio rotiferianus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic			no	yes	mesophilic		vibrio	sediment_marine						5405408.714	44.725	4665.0	30.0		27.0	13.0	133.0	4	2.0	0	0	1	1	2	0	1	1.0	100.0	66.7			100.0	100.0	100.0		100.0	50.0	0	0	0.0	0.0	0	7	3	1	2	0	1	1	1						178762.193	0.114		0.0					engqvist, genbank, gold, microbe-directory, pasteur, patric, rrndb	705, 6628, 13521, 19891, 19897	190895
GCA_000350545.1	Desulfotignum phosphitoxidans	Desulfotignum	Desulfobacteraceae	Desulfobacterales	Deltaproteobacteria	Proteobacteria	Bacteria	negative	anaerobic	acetogenesis, sulfate_reduction		no	no	mesophilic	moderate-halophilic	bacillus	sediment_marine	0.6	0.8	2.0	4.0		4998761.0	51.3		30.0	7.2	30.0			4	2.0	1	0	4	2	1	1	2	1.0	100.0	100.0	100.0		100.0	100.0	100.0	100.0	100.0	100.0	1	1	1.0	1.0	0	2	1	0	3	1	1	0	0						0.0			0.0					engqvist, gold, microbe-directory, patric, protraits	705, 13521, 19891, 19897, 19908	190898
GCA_007827375.1	Alteromonadaceae bacterium 2753L.S.0a.02		Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Proteobacteria	Bacteria																6056039.0								0	0.0	0	0	0	0	0	0	0	0.0											0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1403320
GCA_009727155.1	Massilia dura	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	nitrate_reduction	glucose, sucrose	no	yes			bacillus	soil	0.6	0.8	1.8	2.2					29.0	7.25	30.0			1	1.0	1	1	1	1	0	0	1	1.0	100.0	50.0	100.0	100.0	100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold, pasteur	705, 3705, 13521	321982
GCA_004322755.1	Massilia albidiflava	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	nitrate_reduction	glucose, sucrose	no	yes			bacillus	soil	1.8	2.0	3.0	3.5					29.0	7.25	30.0			1	1.0	1	1	1	1	0	0	1	1.0	100.0	50.0	100.0	100.0	100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold, pasteur	705, 3705, 13521	321983
GCA_013391865.1	Paenibacillus curdlanolyticus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic	cellulose_degradation, nitrate_reduction		yes	yes			bacillus	soil	0.5	1.0	2.0	6.0		5452778.0	51.94		37.0	7.0	30.0			3	3.0	3	0	2	2	0	0	2	2.0	100.0	100.0	100.0		100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	1	1	0	1	1	1	0	0														engqvist, faprotax, gold, microbe-directory, pasteur, patric	705, 755, 13521, 19891, 19897	59840
GCA_004421005.1	Massilia plicata	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic	nitrate_reduction	glucose, malonate, sucrose	no	flagella			bacillus	soil	0.6	0.7	2.0	2.5					29.0	7.25	30.0			1	1.0	1	1	1	1	0	0	1	1.0	100.0	50.0	100.0	100.0	100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold, pasteur	705, 3705, 13521	321984
GCA_000799595.1	Paenibacillus chondroitinus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic				yes	mesophilic		bacillus	soil	0.5	1.0	4.0	6.0		8290729.5	46.229		29.0		30.0			2	2.0	0	0	0	1	1	0	1	2.0	100.0	100.0				100.0	100.0		100.0	100.0	1	1	1.0	1.0	0	2	1	0	1	0	1	0	0	0.0	0.0	0.0	0.0		573972.009								engqvist, gold, pasteur, patric, bergeys	705, 13521, 19897	59842
GCA_004209755.1	Massilia lutea	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	obligate aerobic		glucose, sucrose	no	flagella			bacillus	soil_contaminated	1.8	2.0	3.0	3.5					29.0	7.25	30.0			1	1.0	0	1	1	1	0	0	1	1.0	100.0	50.0		100.0	100.0	100.0			100.0	50.0	1	1	1.0	1.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold, pasteur	705, 3705, 13521	321985
GCA_004000825.1	Paenibacillus kobensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic	nitrate_reduction			yes	mesophilic		bacillus	soil						6469217.0	52.213		30.0		30.0			2	2.0	1	0	0	1	1	0	1	2.0	100.0	100.0	100.0			100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	1	1	0	1	0	1	0	0														engqvist, faprotax, gold, pasteur, patric	705, 755, 13521, 19897	59841
GCA_000422905.1	Paenibacillus alginolyticus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic			yes	yes	mesophilic		bacillus	soil	0.5	1.0	4.0	6.0		8283090.5	44.835		29.0		30.0			3	4.0	0	0	2	3	1	0	3	3.0	100.0	100.0			100.0	100.0	100.0		100.0	100.0	2	2	2.0	2.0	0	2	1	0	3	0	1	0	0	0.0	0.0	0.0	0.0		67977.71			0.0					engqvist, gold, pasteur, patric	705, 13521, 19897	59839
GCA_004001045.1	Paenibacillus chibensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	facultative	nitrate_reduction			yes	mesophilic		bacillus							5910497.0	51.668		37.0		30.0			2	1.0	1	0	0	1	1	0	1	0.0	100.0	50.0	100.0			100.0	100.0		100.0		0	0	0.0	0.0	0	1	1	0	1	0	1	0	0														engqvist, faprotax, gold, pasteur, patric	705, 755, 13521, 19897	59846
GCA_001955865.1	Paenibacillus glucanolyticus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	facultative	cellulose_degradation, nitrate_reduction		yes		mesophilic		bacillus	host_animal_endotherm_oral	3.0					6405053.2	48.614		37.0		29.0			3	2.0	3	0	1	0	2	0	2	1.0	100.0	50.0	100.0		100.0		100.0		100.0	100.0	1	0	0.0	0.0	0	5	3	0	2	0	1	0	0	0.0					588634.072	0.556		0.0					engqvist, faprotax, gold, pasteur, patric, bergeys	705, 755, 13521, 19897	59843
GCA_003224455.1	Paenibacillus illinoisensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	facultative				yes	mesophilic		bacillus	soil						6623886.0	47.129				30.0			2	1.0	0	0	0	1	1	0	1	1.0	100.0	50.0				100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	1	1	0	0	0	1	0	0														engqvist, gold, pasteur, patric	705, 13521, 19897	59845
GCA_900188455.1	Pseudomonas japonica	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Proteobacteria	Bacteria	negative	aerobic			no	yes	mesophilic		bacillus	sludge						6681622.667	64.1				28.0			2	1.0	0	0	1	1	1	0	1	1.0	100.0	100.0			100.0	100.0	100.0		100.0	100.0	0	0	0.0	0.0	0	3	1	0	0	0	1	0	0						32030.237999999998								engqvist, gold, patric	705, 13521, 19897	256466
GCA_000297255.1	Nitrolancea hollandica	Nitrolancea	Sphaerobacteraceae	Sphaerobacterales	Thermomicrobia	Chloroflexi	Bacteria	positive	aerobic	nitrite_oxidation						coccobacillus	bioreactor/digester						3888104.0			35.0					2	1.0	3	0	0	0	0	0	1	1.0	100.0	100.0	100.0						100.0	100.0	0	0	0.0	0.0	0	1	0	0	2	0	0	0	0									0.0					faprotax, gold, microbe-directory	801, 13521, 19891	1206749
GCA_004283785.1	Streptococcus parasuis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Firmicutes	Bacteria		microaerophilic																			37.0			0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	0	0	0	0	0	1	0	0														bacdive-microa, engqvist	151, 705	1501662
GCA_004364165.1	Maribacter spongiicola	Maribacter	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria		aerobic														4455565.0								0	1.0	0	0	0	0	0	0	0	0.0		100.0									0	0	0.0	0.0	0	1	0	0	0	0	0	0	0						0.0								gold	13521	1206753
GCA_006974005.1	Streptomyces malaysiensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive									soil						10744200.0	71.095	8179.0			28.0		64.0	1	0.0	0	0	0	0	0	0	0	1.0	100.0									100.0	0	0	0.0	0.0	0	1	1	1	0	0	1	0	1														engqvist, genbank, gold	705, 8160, 13521	92644
GCA_014171515.1	Herbaspirillum frisingense	Herbaspirillum	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	microaerophilic	nitrogen_fixation, nitrate_reduction		no	yes	mesophilic		bacillus	host_plant	0.5	0.7	1.4	1.8		5258943.75	63.65	4747.0	33.5		35.0	3.0	58.0	2	1.0	3	0	1	2	1	0	1		100.0	100.0	100.0		100.0	100.0	100.0		100.0		1	1	1.0	1.0	0	4	2	1	2	0	1	1	1						348459.251	2.051		0.0					engqvist, faprotax, genbank, gold, patric, protraits, rrndb	705, 760, 753, 6767, 13521, 19897, 19908	92645
GCA_014191055.1	Microvirga lupini	Microvirga	Methylobacteriaceae	Rhizobiales	Alphaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrogen_fixation	arabinose, cellobiose, ethanol, fructose, glucose, glycerol, succinate	no	no	mesophilic		bacillus	host_plant_root-associated	0.45		1.6			9525479.0	61.6		39.0	7.75				2	2.0	1	1	3	3	1	0	3	1.0	100.0	66.7	100.0	100.0	100.0	100.0	100.0		100.0	50.0	1	0	1.0	0.0	0	2	1	0	3	1	0	0	0						152925.984			0.0					fierer, gold, patric	3897, 13521, 19897	420324
GCA_001673675.1	Paraburkholderia tropica	Paraburkholderia	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Proteobacteria	Bacteria	negative	aerobic	nitrate_reduction	arabinose, arabitol, fructose, fucose, gluconic acid, glucose, glycerol, lactose, malate, mannitol, mannose, N-acetylgulcosamine, phenylacetate, rhamnose, ribose, salicin, sorbitol, trehalose, xylose	no	flagella			bacillus	host_plant	0.75		1.55			8730057.25	64.764		30.0	5.4	30.0			2	4.0	1	1	1	1	0	0	2	1.0	100.0	80.0	100.0	100.0	100.0	50.0			100.0	100.0	1	0	1.0	0.0	0	4	1	0	1	1	1	0	0						140046.082								engqvist, fierer, gold, pasteur, patric	705, 2361, 13521, 19897	92647
GCA_900103755.1	Chryseobacterium taihuense	Chryseobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidetes	Bacteria		facultative		caprate, gluconic acid, glucose, malate, maltose, mannitol, mannose	no	no			bacillus	host_algae	0.5		1.5			3403025.0			33.5	8.0				0	1.0	0	1	1	1	0	0	1	1.0		100.0		100.0	100.0	100.0			100.0	100.0	1	0	1.0	0.0	0	1	0	0	1	1	0	0	0														fierer, gold	2509, 13521	1141221
GCA_014199615.1	Parvularcula dongshanensis	Parvularcula	Parvularculaceae	Parvularculales	Alphaproteobacteria	Proteobacteria	Bacteria						flagella			bacillus	host_animal_ectotherm	0.85		1.45						28.0		28.0			0	0.0	0	0	0	1	0	0	1	1.0						100.0			100.0	100.0	1	0	1.0	0.0	0	0	0	0	1	0	1	0	0														engqvist, fierer	705, 4352	1173995
GCA_001751265.1	Streptomyces nanshensis	Streptomyces	Streptomycetaceae	Streptomycetales	Actinobacteria	Actinobacteria	Bacteria	positive	obligate aerobic		arabinose, cellobiose, citrate, fructose, galactose, glucose, maltose, mannitol, mannose, raffinose, rhamnose, ribose, sucrose, trehalose, Tween 20, Tween 60, urea, xylose	yes				spiral	sediment_marine									23.5	7.0	28.0			1	1.0	0	1	1	0	0	0	1	1.0	100.0	100.0		100.0	100.0				100.0	100.0	0	0	0.0	0.0	0	0	0	0	1	1	1	0	0														engqvist, fierer, gold	705, 5243, 13521	518642
GCA_003788965.1	Bifidobacterium mongoliense	Bifidobacterium	Bifidobacteriaceae	Bifidobacteriales	Actinobacteria	Actinobacteria	Bacteria	positive	facultative		arabinose, cellobiose, galactose, gluconic acid, glycogen, lactose, melibiose, raffinose, ribose, salicin, sucrose	no	no			bacillus	food_fermented	0.5	0.6	1.4	2.0		2170490.0			27.5	6.75	37.0			1	2.0	0	1	2	2	0	0	2	1.0	100.0	100.0		100.0	100.0	100.0			100.0	100.0	1	1	1.0	1.0	0	1	0	0	1	1	1	0	0		0.0		0.0										engqvist, fierer, gold, bergeys	705, 2269, 13521	518643
GCA_001272655.2	Paenibacillus peoriae	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Firmicutes	Bacteria	positive	aerobic	xylan_degradation, heterotrophic		yes	yes			bacillus	soil						6054535.0	45.474	5074.0	30.0		30.0	13.0	99.0	3	1.0	14	0	2	1	0	0	2	2.0	100.0	100.0	100.0		100.0	100.0			100.0	100.0	0	0	0.0	0.0	0	4	1	2	1	0	1	1	1						213517.53699999998		205.06099999999998						engqvist, faprotax, genbank, gold, kegg, microbe-directory, pasteur, protraits, rrndb	705, 755, 6830, 13521, 18925, 19891, 19908	59893
