assembly ID	Length	GC-content	Present Markers	Completeness	Redundancy	Weighted completeness	Weighted redundancy	Contigs	N50	L50	N90	L90	CDs	GC
GCA_014202505.1	-	-	101	0.9619	1.0099	0.9538	1.0288	-	-	-	-	-	5830	58.440194958744456
GCA_014397415.1	-	-	104	0.9905	1.0192	0.9884	1.0153	-	-	-	-	-	3647	67.39282674808815
GCA_900142235.1	-	-	105	1.0	1.0095	1.0	1.0147	-	-	-	-	-	2594	27.82478342775909
GCA_000747155.1	-	-	104	0.9905	1.0288	0.9884	1.0322	-	-	-	-	-	2768	68.17100970954893
GCA_000826645.1	-	-	103	0.981	1.0291	0.9907	1.047	-	-	-	-	-	3281	37.82598767763793
GCA_011375045.1	-	-	88	0.8381	1.0	0.8329	1.0	-	-	-	-	-	1647	55.70403820462193
GCA_003217475.1	-	-	105	1.0	1.019	1.0	1.0222	-	-	-	-	-	5991	63.758474315049426
GCA_000585395.1	-	-	105	1.0	1.0381	1.0	1.0846	-	-	-	-	-	5265	52.698042891166224
GCA_003002095.1	-	-	101	0.9619	1.0495	0.9611	1.0671	-	-	-	-	-	6279	71.71116014218556
GCA_005889745.1	-	-	100	0.9524	1.07	0.9307	1.0923	-	-	-	-	-	8595	71.71945621082524
GCA_900103385.1	-	-	104	0.9905	1.0	0.9824	1.0	-	-	-	-	-	1623	43.832877924600034
GCA_013410545.1	-	-	100	0.9524	1.0	0.9155	1.0	-	-	-	-	-	3506	70.60783080180286
GCA_001723605.1	-	-	102	0.9714	1.0098	0.9576	1.0158	-	-	-	-	-	3012	41.316208116600215
GCA_014204895.1	-	-	104	0.9905	1.0673	0.9998	1.1003	-	-	-	-	-	8513	71.0728011848148
GCA_000474745.1	-	-	100	0.9524	1.02	0.9425	1.0402	-	-	-	-	-	2294	45.721960103294556
GCA_900111375.1	-	-	104	0.9905	1.0	0.9775	1.0	-	-	-	-	-	4037	71.71898547454306
GCA_900114005.1	-	-	104	0.9905	1.0192	0.9863	1.0318	-	-	-	-	-	3170	33.71703790188033
GCA_002221645.1	-	-	103	0.981	1.0291	0.9721	1.028	-	-	-	-	-	3641	59.985682952173455
GCA_003386235.1	-	-	105	1.0	1.0857	1.0	1.14	-	-	-	-	-	7560	53.15779186284851
GCA_001467585.1	-	-	104	0.9905	1.0192	0.9918	1.043	-	-	-	-	-	3163	39.1529442744268
GCA_900187995.1	-	-	103	0.981	1.0097	0.977	1.0197	-	-	-	-	-	2898	40.96834498941055
GCA_002200855.1	-	-	105	1.0	1.0095	1.0	1.022	-	-	-	-	-	3836	36.03717542430013
GCA_000372385.1	-	-	104	0.9905	1.0096	0.9824	1.0167	-	-	-	-	-	2204	60.89435692442964
GCA_900639985.1	-	-	103	0.981	1.0097	0.9825	1.0154	-	-	-	-	-	3422	39.75215577525366
GCA_900108335.1	-	-	102	0.9714	1.1275	0.9915	1.1529	-	-	-	-	-	12065	69.05776615293698
GCA_900100255.1	-	-	104	0.9905	1.0096	0.9814	1.0214	-	-	-	-	-	3592	58.391411386391894
GCA_000953135.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3738	37.60794594275458
GCA_000472525.1	-	-	105	1.0	1.019	1.0	1.0159	-	-	-	-	-	6959	60.436855885712816
GCA_001865575.1	-	-	105	1.0	1.019	1.0	1.0159	-	-	-	-	-	7087	61.453269136614644
GCA_002902145.1	-	-	105	1.0	1.019	1.0	1.0002	-	-	-	-	-	2231	37.34125820611894
GCA_014204795.1	-	-	104	0.9905	1.1058	0.9998	1.1137	-	-	-	-	-	11874	70.7940930604422
GCA_004322705.1	-	-	105	1.0	1.0095	1.0	1.021	-	-	-	-	-	3676	62.73480876440786
GCA_007830315.1	-	-	105	1.0	1.0095	1.0	1.0255	-	-	-	-	-	4145	61.61186393129515
GCA_900104985.1	-	-	103	0.981	1.0194	0.9792	1.0155	-	-	-	-	-	6300	62.865694715508866
GCA_900090225.1	-	-	105	1.0	1.0381	1.0	1.1008	-	-	-	-	-	6239	71.46969896173616
GCA_001552955.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2171	55.83518502898198
GCA_001278055.1	-	-	103	0.981	1.0194	0.9702	1.0355	-	-	-	-	-	3525	61.19119794271741
GCA_014195635.1	-	-	105	1.0	1.019	1.0	1.0388	-	-	-	-	-	3665	61.44753455300202
GCA_900115005.1	-	-	104	0.9905	1.0769	0.9998	1.0969	-	-	-	-	-	6867	70.94148607284971
GCA_003194585.1	-	-	102	0.9714	1.0098	0.9542	1.0054	-	-	-	-	-	4139	68.07878145802333
GCA_900186815.1	-	-	103	0.981	1.0	0.9747	1.0	-	-	-	-	-	2319	31.57301876608724
GCA_000375485.1	-	-	102	0.9714	1.0	0.9381	1.0	-	-	-	-	-	3074	58.18239418406974
GCA_002835695.1	-	-	103	0.981	1.0097	0.9847	1.0166	-	-	-	-	-	2150	68.96345332590673
GCA_011762225.1	-	-	104	0.9905	1.0096	0.9915	1.0257	-	-	-	-	-	4098	62.339366973154725
GCA_000159635.1	-	-	103	0.981	1.0097	0.9932	1.0165	-	-	-	-	-	2275	59.01662047196401
GCA_006715095.1	-	-	103	0.981	1.0194	0.9682	1.0386	-	-	-	-	-	3377	66.85670665780574
GCA_008693075.1	-	-	103	0.981	1.0097	0.9673	1.0169	-	-	-	-	-	2464	56.52752153838164
GCA_000766885.2	-	-	102	0.9714	1.0392	0.9591	1.0719	-	-	-	-	-	2380	59.405541730322376
GCA_000833575.1	-	-	102	0.9714	1.0294	0.9591	1.0315	-	-	-	-	-	2592	60.118692013726104
GCA_014145085.1	-	-	97	0.9238	1.0	0.8305	1.0	-	-	-	-	-	3177	70.77556568861995
GCA_009268135.1	-	-	104	0.9905	1.0096	0.9803	1.0224	-	-	-	-	-	3323	56.311736424654846
GCA_014203215.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	1547	39.693841932443924
GCA_000379685.1	-	-	105	1.0	1.0476	1.0	1.0769	-	-	-	-	-	7483	63.72608069012035
GCA_900460955.1	-	-	92	0.8762	1.0	0.9738	1.0	-	-	-	-	-	2626	55.65123328109531
GCA_900004845.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	5750	48.75616880623098
GCA_012103155.1	-	-	98	0.9333	1.1327	0.8921	1.1843	-	-	-	-	-	6690	57.67086437086759
GCA_007992835.1	-	-	104	0.9905	1.0	0.9775	1.0	-	-	-	-	-	3357	70.24310596676453
GCA_002204235.2	-	-	95	0.9048	1.0	0.86	1.0	-	-	-	-	-	1120	34.10168472742202
GCA_900249725.1	-	-	105	1.0	1.0571	1.0	1.0592	-	-	-	-	-	7585	67.14760350936486
GCA_000423745.1	-	-	104	0.9905	1.0192	0.9907	1.0124	-	-	-	-	-	2070	40.039791728308614
GCA_000483485.1	-	-	105	1.0	1.019	1.0	1.0406	-	-	-	-	-	2212	47.688483228992204
GCA_004336905.1	-	-	105	1.0	2.0095	1.0	2.0	-	-	-	-	-	7215	62.18988528474233
GCA_002245935.1	-	-	101	0.9619	1.0099	0.9649	1.0286	-	-	-	-	-	1718	34.7977741288136
GCA_900115565.1	-	-	105	1.0	1.0476	1.0	1.0665	-	-	-	-	-	5640	70.37947038250961
GCA_001646725.1	-	-	103	0.981	1.0291	0.9721	1.0384	-	-	-	-	-	3659	69.89529352172543
GCA_002159295.1	-	-	102	0.9714	1.0196	0.973	1.0347	-	-	-	-	-	1984	63.58321679729951
GCA_902374715.1	-	-	103	0.981	1.0097	0.9907	1.0257	-	-	-	-	-	1668	30.895904604537982
GCA_000493415.1	-	-	96	0.9143	1.0208	0.9184	1.0165	-	-	-	-	-	4054	46.7866325487838
GCA_014202935.1	-	-	104	0.9905	1.0192	0.9907	1.0153	-	-	-	-	-	2572	69.44838165923449
GCA_004769275.1	-	-	102	0.9714	1.0196	0.9690000000000001	1.0325	-	-	-	-	-	3667	38.42278420044203
GCA_000311985.1	-	-	104	0.9905	1.0192	0.9849	1.0346	-	-	-	-	-	1560	50.33704839527868
GCA_003112595.1	-	-	103	0.981	1.0777	0.9916	1.1133	-	-	-	-	-	7549	69.94704315616374
GCA_004770365.1	-	-	102	0.9714	1.0196	0.9547	1.033	-	-	-	-	-	3793	37.05865992419137
GCA_000332495.2	-	-	101	0.9619	1.0198	0.9539	1.033	-	-	-	-	-	3842	36.534571528488065
GCA_004342225.1	-	-	104	0.9905	1.0096	0.9814	1.0170000000000001	-	-	-	-	-	4134	56.108754814632356
GCA_000025705.1	-	-	103	0.981	1.0194	0.9721	1.0164	-	-	-	-	-	2973	57.54174246318487
GCA_000312445.1	-	-	101	0.9619	1.0099	0.9666	1.0199	-	-	-	-	-	2072	46.08541509933735
GCA_000615445.1	-	-	104	0.9905	1.0192	0.9907	1.0133	-	-	-	-	-	1817	35.08973370639784
GCA_014207605.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	1374	50.25235005638393
GCA_003385395.1	-	-	102	0.9714	1.0	0.9861	1.0	-	-	-	-	-	3574	35.49816811635215
GCA_901905185.2	-	-	105	1.0	1.019	1.0	1.0131	-	-	-	-	-	4138	60.01044916103886
GCA_000350085.1	-	-	102	0.9714	1.0392	0.9456	1.0807	-	-	-	-	-	5983	62.00535134392122
GCA_900182615.1	-	-	102	0.9714	1.0	0.9242	1.0	-	-	-	-	-	4050	56.35410459067057
GCA_012295505.1	-	-	105	1.0	1.019	1.0	1.0361	-	-	-	-	-	3531	49.68033760918852
GCA_003610355.1	-	-	104	0.9905	1.0385	0.9863	1.0476	-	-	-	-	-	5655	40.59607915348757
GCA_004001065.1	-	-	105	1.0	1.0476	1.0	1.0833	-	-	-	-	-	4489	49.13681673456788
GCA_001612885.1	-	-	105	1.0	1.0381	1.0	1.0649	-	-	-	-	-	5590	70.45462786590637
GCA_002798015.1	-	-	103	0.981	1.0097	0.9693	1.0125	-	-	-	-	-	3172	71.47242058115896
GCA_000308835.1	-	-	103	0.981	1.0583	0.9514	1.0692	-	-	-	-	-	9341	65.62241948983213
GCA_000422245.1	-	-	104	0.9905	1.0192	0.9918	1.0431	-	-	-	-	-	2916	64.07733328183802
GCA_014197435.1	-	-	104	0.9905	1.0192	0.9918	1.0224	-	-	-	-	-	4708	65.13961047551905
GCA_002916915.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	1592	36.602960778667615
GCA_014202595.1	-	-	104	0.9905	1.0096	0.9907	1.0257	-	-	-	-	-	1537	36.358618082105025
GCA_003202285.1	-	-	105	1.0	1.0857	1.0	1.1289	-	-	-	-	-	7327	67.72714543025934
GCA_000169355.1	-	-	102	0.9714	1.0	0.9528	1.0	-	-	-	-	-	2543	32.43061110630676
GCA_001875605.1	-	-	26	0.2476	1.0385	0.2358	1.0642	-	-	-	-	-	925	48.98159549825948
GCA_900115855.1	-	-	104	0.9905	1.0865	0.9998	1.143	-	-	-	-	-	5337	47.66737517065101
GCA_000427865.1	-	-	104	0.9905	1.0096	0.9918	1.0002	-	-	-	-	-	2759	61.16007351657107
GCA_003096575.1	-	-	103	0.981	1.0	0.9740000000000001	1.0	-	-	-	-	-	1582	40.3260820482546
GCA_013031645.1	-	-	104	0.9905	1.0	0.9814	1.0	-	-	-	-	-	4191	56.84839837236629
GCA_000423045.1	-	-	103	0.981	1.0097	0.977	1.015	-	-	-	-	-	2980	39.234095685169684
GCA_900113035.1	-	-	103	0.981	1.0194	0.9874	1.0393	-	-	-	-	-	4684	64.26119752965974
GCA_000171875.1	-	-	103	0.981	1.0583	0.9861	1.0946	-	-	-	-	-	3413	32.196327541362265
GCA_003467385.1	-	-	105	1.0	1.1333	1.0	1.1718	-	-	-	-	-	6201	49.491529470568125
GCA_005405505.1	-	-	102	0.9714	1.0392	0.9588	1.0444	-	-	-	-	-	1747	38.032612033605744
GCA_002909045.1	-	-	104	0.9905	1.0096	0.9998	1.0121	-	-	-	-	-	5830	60.1234673359544
GCA_001465255.1	-	-	105	1.0	1.019	1.0	1.0393	-	-	-	-	-	5067	49.68944099378882
GCA_005217815.1	-	-	105	1.0	1.019	1.0	1.0427	-	-	-	-	-	4514	36.32000635194487
GCA_000376825.1	-	-	104	0.9905	1.0096	0.9775	1.0171	-	-	-	-	-	3396	64.66482908273649
GCA_001999945.1	-	-	105	1.0	1.0381	1.0	1.0503	-	-	-	-	-	3506	55.44052871199882
GCA_900114895.1	-	-	104	0.9905	1.0192	0.9814	1.0175	-	-	-	-	-	2401	66.19578343862925
GCA_002860135.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	4195	44.683379805073436
GCA_001922305.1	-	-	103	0.981	1.0291	0.9627	1.041	-	-	-	-	-	3424	67.2851549428645
GCA_000420645.1	-	-	102	0.9714	1.0	0.9485	1.0	-	-	-	-	-	3977	63.625884961558455
GCA_000696115.1	-	-	103	0.981	1.0583	0.9916	1.1003	-	-	-	-	-	8370	60.803894102362165
GCA_000302595.1	-	-	103	0.981	1.0291	0.9861	1.0506	-	-	-	-	-	3572	39.88756640420222
GCA_000785705.2	-	-	102	0.9714	1.0392	0.9662	1.0435	-	-	-	-	-	4802	51.66278751872064
GCA_001039015.1	-	-	105	1.0	1.0095	1.0	1.0201	-	-	-	-	-	3722	42.40220688396018
GCA_014202495.1	-	-	105	1.0	1.0095	1.0	1.0275	-	-	-	-	-	2755	36.58895336405769
GCA_000769985.1	-	-	100	0.9524	1.0	0.9509	1.0	-	-	-	-	-	2518	70.6001952222381
GCA_003201605.1	-	-	105	1.0	1.0286	1.0	1.0331	-	-	-	-	-	2295	39.22784915707023
GCA_900188195.1	-	-	105	1.0	1.0095	1.0	1.0201	-	-	-	-	-	3746	41.675372520267686
GCA_014201675.1	-	-	104	0.9905	1.0	0.978	1.0	-	-	-	-	-	2355	68.06789312858012
GCA_000312665.1	-	-	105	1.0	1.019	1.0	1.0307	-	-	-	-	-	6312	57.836636101472706
GCA_014138805.1	-	-	104	0.9905	1.0096	1.0	1.0201	-	-	-	-	-	3756	41.81979050948058
GCA_009648555.1	-	-	104	0.9905	1.0288	0.9907	1.0277	-	-	-	-	-	1971	39.42316713788919
GCA_000831655.1	-	-	105	1.0	1.0095	1.0	1.0201	-	-	-	-	-	3806	42.41027613141488
GCA_902375735.1	-	-	104	0.9905	1.0385	0.9907	1.0379	-	-	-	-	-	2102	47.1285996699962
GCA_000731155.1	-	-	105	1.0	1.019	1.0	1.0427	-	-	-	-	-	3994	42.200340258193656
GCA_004365405.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3508	54.37351270896094
GCA_002196955.1	-	-	103	0.981	1.0388	0.9813	1.0546	-	-	-	-	-	3945	63.921440542790876
GCA_001434335.1	-	-	104	0.9905	1.0192	0.9907	1.0259	-	-	-	-	-	1938	36.355000633874425
GCA_013332435.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	4021	46.67883795772144
GCA_902374155.1	-	-	103	0.981	1.0	0.9721	1.0	-	-	-	-	-	2117	42.83444921983241
GCA_013393185.1	-	-	105	1.0	1.0381	1.0	1.0465	-	-	-	-	-	5267	56.280178483108806
GCA_900110695.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	3808	39.62561904988958
GCA_900638675.1	-	-	102	0.9714	1.0196	0.965	1.0203	-	-	-	-	-	1568	28.059768548854244
GCA_900156375.1	-	-	105	1.0	1.0571	1.0	1.1048	-	-	-	-	-	5831	39.82955161855404
GCA_004339765.1	-	-	101	0.9619	1.0198	0.9666	1.0335	-	-	-	-	-	2712	40.59851146206292
GCA_900115665.1	-	-	102	0.9714	1.0098	0.9545	1.0202	-	-	-	-	-	5003	38.40489893323873
GCA_900101275.1	-	-	105	1.0	1.0381	1.0	1.0272	-	-	-	-	-	2026	43.62894907579583
GCA_000813805.1	-	-	103	0.981	1.0	0.9590000000000001	1.0	-	-	-	-	-	2716	67.79793575027361
GCA_010588305.1	-	-	99	0.9429	1.0101	0.8996	1.0168	-	-	-	-	-	1611	36.08956011222489
GCA_002557465.1	-	-	105	1.0	1.0476	1.0	1.0692	-	-	-	-	-	5647	36.646195925462365
GCA_014171475.1	-	-	105	1.0	1.019	1.0	1.0255	-	-	-	-	-	4765	63.52137309861731
GCA_902374535.1	-	-	103	0.981	1.0291	0.9916	1.0665	-	-	-	-	-	1931	64.22950839494031
GCA_001507665.1	-	-	104	0.9905	1.0096	0.9907	1.0257	-	-	-	-	-	3247	70.59914824892306
GCA_900102345.1	-	-	103	0.981	1.0291	0.9590000000000001	1.0192	-	-	-	-	-	2948	70.0817391768312
GCA_000769435.1	-	-	104	0.9905	1.0192	0.9863	1.0302	-	-	-	-	-	2866	40.5224013068489
GCA_900106865.1	-	-	104	0.9905	1.0192	0.9863	1.0337	-	-	-	-	-	2757	35.09362494993551
GCA_006094275.1	-	-	103	0.981	1.0	0.9693	1.0	-	-	-	-	-	2958	65.55545751025647
GCA_001853345.1	-	-	105	1.0	1.0095	1.0	1.0235	-	-	-	-	-	4616	63.14159520123209
GCA_007830115.1	-	-	104	0.9905	1.0096	0.9683	1.0156	-	-	-	-	-	3050	66.21715304091754
GCA_900101895.1	-	-	102	0.9714	1.0	0.9654	1.0	-	-	-	-	-	3221	39.80557704292974
GCA_900129825.1	-	-	102	0.9714	1.0	0.9241	1.0	-	-	-	-	-	3257	64.881554376395
GCA_007859075.1	-	-	103	0.981	1.0097	0.9628	1.0157	-	-	-	-	-	3801	63.556894553910915
GCA_001431045.1	-	-	105	1.0	1.0381	1.0	1.0678	-	-	-	-	-	2114	40.947649114157045
GCA_000314555.1	-	-	105	1.0	1.019	1.0	1.0169	-	-	-	-	-	2359	34.70961546002435
GCA_004802635.2	-	-	103	0.981	1.0194	0.9743	1.036	-	-	-	-	-	4259	61.47285658094601
GCA_900129155.1	-	-	105	1.0	1.0571	1.0	1.0499	-	-	-	-	-	4605	42.749750927487725
GCA_014197795.1	-	-	105	1.0	1.019	1.0	1.0475	-	-	-	-	-	3601	70.21729371928349
GCA_000812585.1	-	-	105	1.0	1.019	1.0	1.0242	-	-	-	-	-	3805	61.587117211743475
GCA_900103905.1	-	-	104	0.9905	1.0288	0.9814	1.0594	-	-	-	-	-	4281	62.361092261946695
GCA_900625045.1	-	-	103	0.981	1.0583	0.9792	1.0629	-	-	-	-	-	6011	59.07377610653865
GCA_005405885.1	-	-	104	0.9905	1.0769	0.9775	1.1445	-	-	-	-	-	5645	68.55150063205649
GCA_014200395.1	-	-	103	0.981	1.0	0.9590000000000001	1.0	-	-	-	-	-	2428	70.77387829723628
GCA_003202065.1	-	-	105	1.0	1.0762	1.0	1.0594	-	-	-	-	-	8956	67.35016986559462
GCA_001598235.1	-	-	103	0.981	1.0	0.9802	1.0	-	-	-	-	-	4840	62.21389246558922
GCA_007858285.1	-	-	104	0.9905	1.0192	0.9884	1.0153	-	-	-	-	-	5387	58.43215204851054
GCA_000526695.1	-	-	105	1.0	1.0476	1.0	1.044	-	-	-	-	-	2412	55.51092815746826
GCA_001463905.1	-	-	103	0.981	1.0194	0.9814	1.035	-	-	-	-	-	3813	65.18805116551125
GCA_000969605.1	-	-	104	0.9905	1.0096	0.9884	1.0008	-	-	-	-	-	5723	69.26648978349026
GCA_004362865.1	-	-	104	0.9905	1.0096	0.9863	1.0149	-	-	-	-	-	2928	41.24350897554469
GCA_004366795.1	-	-	105	1.0	1.0286	1.0	1.0489	-	-	-	-	-	2892	52.91677108603267
GCA_900113955.1	-	-	104	0.9905	1.0385	0.9814	1.0805	-	-	-	-	-	4225	60.25664938707459
GCA_001552655.1	-	-	105	1.0	1.019	1.0	1.0489	-	-	-	-	-	3286	55.18270047738095
GCA_000429525.1	-	-	105	1.0	1.0381	1.0	1.0538	-	-	-	-	-	3330	55.26131663301913
GCA_003515105.1	-	-	105	1.0	1.019	1.0	1.0386	-	-	-	-	-	4082	41.13097433477056
GCA_000725485.1	-	-	102	0.9714	1.098	0.9915	1.1229	-	-	-	-	-	10045	69.18918725219822
GCA_001552255.1	-	-	105	1.0	1.0381	1.0	1.0699	-	-	-	-	-	3541	55.4211282764771
GCA_002108605.1	-	-	104	0.9905	1.0	0.9884	1.0	-	-	-	-	-	2152	48.68368673991184
GCA_900116805.1	-	-	105	1.0	1.0381	1.0	1.0742	-	-	-	-	-	3764	58.08849433050234
GCA_009749465.1	-	-	101	0.9619	1.0	0.9378	1.0	-	-	-	-	-	3223	69.60713871664464
GCA_011762035.1	-	-	105	1.0	1.019	1.0	1.0344	-	-	-	-	-	3515	63.949116206378775
GCA_007858185.1	-	-	104	0.9905	1.0288	0.9884	1.0411	-	-	-	-	-	6406	60.06453984027567
GCA_003709565.1	-	-	104	0.9905	1.0481	0.9814	1.0671	-	-	-	-	-	4671	65.87712769825704
GCA_002108575.1	-	-	103	0.981	1.0097	0.9877	1.0153	-	-	-	-	-	2295	50.30077349901911
GCA_003047265.1	-	-	103	0.981	1.0485	0.9624	1.08	-	-	-	-	-	4526	51.53996153181727
GCA_014207075.1	-	-	105	1.0	1.0476	1.0	1.0808	-	-	-	-	-	4494	57.65953398671599
GCA_004217215.1	-	-	105	1.0	1.0095	1.0	1.0008	-	-	-	-	-	3638	67.86353739165394
GCA_000383775.1	-	-	89	0.8476	1.0	0.7773	1.0	-	-	-	-	-	3671	70.70091439224385
GCA_013487945.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	1798	42.6403145215468
GCA_001544495.2	-	-	105	1.0	1.0286	1.0	1.0359	-	-	-	-	-	6388	60.881188614373634
GCA_000420025.1	-	-	104	0.9905	1.0192	0.9998	1.0475	-	-	-	-	-	4099	72.80062256860559
GCA_007474635.1	-	-	105	1.0	1.0286	1.0	1.0290000000000001	-	-	-	-	-	6302	62.646535229673205
GCA_000173555.1	-	-	92	0.8762	1.0435	0.9205	1.0461	-	-	-	-	-	5438	45.04718272723283
GCA_000012865.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2474	42.04970185549152
GCA_002104515.1	-	-	105	1.0	1.0381	1.0	1.0599	-	-	-	-	-	3762	37.86433985258429
GCA_000016065.1	-	-	103	0.981	1.0097	0.9946	1.0152	-	-	-	-	-	3900	53.66699734975538
GCA_003001695.1	-	-	103	0.981	1.0	0.977	1.0	-	-	-	-	-	4096	43.07154928177239
GCA_003065385.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	1927	48.14798213785219
GCA_003065365.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2010	49.50632138144823
GCA_000315075.1	-	-	105	1.0	1.0286	1.0	1.0319	-	-	-	-	-	4811	40.765390056854926
GCA_900107415.1	-	-	104	0.9905	1.0288	0.9814	1.0488	-	-	-	-	-	3806	60.388406213124426
GCA_014201985.1	-	-	105	1.0	1.019	1.0	1.0203	-	-	-	-	-	2408	36.78617310514586
GCA_001401755.1	-	-	104	0.9905	1.0288	0.9863	1.0472	-	-	-	-	-	4811	31.958344724348297
GCA_006864425.1	-	-	102	0.9714	1.0196	0.9749	1.0474	-	-	-	-	-	2380	33.555807190435566
GCA_002101555.1	-	-	104	0.9905	1.0481	0.9998	1.0746	-	-	-	-	-	6801	66.22299249287431
GCA_002874535.1	-	-	105	1.0	1.0286	1.0	1.0561	-	-	-	-	-	4693	42.16615776070606
GCA_008632335.1	-	-	104	0.9905	1.0385	0.9918	1.0374	-	-	-	-	-	3764	65.18398091822519
GCA_000421565.1	-	-	103	0.981	1.0097	0.9590000000000001	1.0174	-	-	-	-	-	3949	68.48157461614599
GCA_001552795.1	-	-	104	0.9905	1.0288	0.9918	1.0377	-	-	-	-	-	5117	64.37462638037732
GCA_000747235.1	-	-	102	0.9714	1.0196	0.9799	1.0199	-	-	-	-	-	2572	36.04260826183172
GCA_001606025.1	-	-	105	1.0	1.019	1.0	1.0319	-	-	-	-	-	2747	41.15390397531732
GCA_001466305.1	-	-	105	1.0	1.0286	1.0	1.0584	-	-	-	-	-	2407	27.77139899825961
GCA_003072505.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	3049	37.8905500045033
GCA_000364225.1	-	-	104	0.9905	1.0288	0.978	1.0466	-	-	-	-	-	6223	37.867833301821804
GCA_004421065.1	-	-	104	0.9905	1.0096	0.9814	1.0170000000000001	-	-	-	-	-	2990	67.34469001812359
GCA_004366355.1	-	-	102	0.9714	1.0098	0.9636	1.0157	-	-	-	-	-	5422	53.17252294642118
GCA_012272915.1	-	-	105	1.0	1.0476	1.0	1.1015	-	-	-	-	-	5454	55.68380123416298
GCA_900103065.1	-	-	104	0.9905	1.0192	0.9784	1.0422	-	-	-	-	-	3458	57.31386547059994
GCA_003315135.1	-	-	105	1.0	1.019	1.0	1.0444	-	-	-	-	-	6156	67.79066036916387
GCA_003259435.1	-	-	104	0.9905	1.0096	0.9863	1.0154	-	-	-	-	-	5749	45.62651471941485
GCA_013408795.1	-	-	104	0.9905	1.0481	0.9775	1.0918	-	-	-	-	-	5968	71.61574195285792
GCA_002019915.1	-	-	103	0.981	1.0	0.9749	1.0	-	-	-	-	-	1619	30.959715023789546
GCA_007829235.1	-	-	105	1.0	1.0286	1.0	1.0376	-	-	-	-	-	6735	58.88214059521552
GCA_000731955.1	-	-	105	1.0	1.0286	1.0	1.0319	-	-	-	-	-	3205	62.7253340522812
GCA_000020485.1	-	-	105	1.0	1.0286	1.0	1.0269	-	-	-	-	-	2417	37.88319203024189
GCA_002564135.1	-	-	104	0.9905	1.0096	0.9908	1.0153	-	-	-	-	-	2809	37.99082087294859
GCA_900111885.1	-	-	103	0.981	1.0583	0.9857	1.0707	-	-	-	-	-	6609	67.26803016267802
GCA_007991175.1	-	-	105	1.0	1.0286	1.0	1.0368	-	-	-	-	-	3404	54.78097023320823
GCA_001406775.1	-	-	105	1.0	1.0286	1.0	1.0268	-	-	-	-	-	2675	33.162838832781105
GCA_000266925.1	-	-	101	0.9619	1.0099	0.9242	1.0164	-	-	-	-	-	2047	47.968065904567965
GCA_003149115.1	-	-	104	0.9905	1.0096	0.9907	1.0002	-	-	-	-	-	1793	46.52645202738826
GCA_900111365.1	-	-	104	0.9905	1.0096	0.9775	1.0225	-	-	-	-	-	2503	66.06535225590274
GCA_900109845.1	-	-	105	1.0	1.0095	1.0	1.0151	-	-	-	-	-	2079	36.25661497428818
GCA_001277995.1	-	-	105	1.0	1.0095	1.0	1.0164	-	-	-	-	-	2809	54.43983010591237
GCA_000585415.1	-	-	105	1.0	1.0	1.0	1.0	-	-	-	-	-	2578	64.69497188198952
GCA_900445875.1	-	-	104	0.9905	1.0288	0.9775	1.0128	-	-	-	-	-	3269	61.43696603503901
GCA_000283015.1	-	-	104	0.9905	1.0385	1.0	1.0651	-	-	-	-	-	2962	36.039493312859406
GCA_902373665.1	-	-	103	0.981	1.0097	0.9723	1.0314	-	-	-	-	-	2144	37.68677688833341
GCA_000378465.1	-	-	105	1.0	1.019	1.0	1.0319	-	-	-	-	-	4070	69.98150560555494
GCA_001438825.1	-	-	104	0.9905	1.0	0.9907	1.0	-	-	-	-	-	2165	35.86495809312891
GCA_003313335.1	-	-	103	0.981	1.0485	0.9861	1.0667	-	-	-	-	-	3642	42.23751462791911
GCA_003732295.1	-	-	104	0.9905	1.0481	0.9884	1.0411	-	-	-	-	-	5881	58.45382652767958
GCA_002019705.1	-	-	105	1.0	1.0286	1.0	1.0615	-	-	-	-	-	4811	37.39854582832459
GCA_000745915.1	-	-	102	0.9714	1.0294	0.9901	1.0648	-	-	-	-	-	4851	54.6621593825592
GCA_902374235.1	-	-	102	0.9714	1.0098	0.9654	1.0199	-	-	-	-	-	2662	42.308203618758554
GCA_003201715.1	-	-	102	0.9714	1.0098	0.9654	1.0199	-	-	-	-	-	2811	42.78723518851814
GCA_003445965.1	-	-	105	1.0	1.0476	1.0	1.1083	-	-	-	-	-	5119	52.78006407066179
