	bayesian:non-Anaerobe:prob	bayesian:non-Anaerobe:label	Davin:non-Anaerobe:prob	Davin:non-Anaerobe:label	microtraits:non-Anaerobe:prob	microtraits:non-Anaerobe:label	Traitar:non-Anaerobe:prob	Traitar:non-Anaerobe:label	bacdivAI:non-Anaerobe:prob	bacdivAI:non-Anaerobe:label	top40:non-Anaerobe:prob	top40:non-Anaerobe:label
Pate28	6.10373840793238e-14	0	0.1105661615729332	0	NA	0	NA	1	15.060000000000002	0	0.3137112666113641	0
Pate29	3.411743868768601e-09	0	0.8726150393486023	1	NA	1	NA	1	25.17	0	0.6130324228591929	1
Pate3	4.344535706119129e-13	0	0.7322002649307251	1	NA	0	NA	1	14.25	0	0.4802995597184655	0
Pate30	3.1649425319560155e-14	0	0.2604346871376037	0	NA	0	NA	1	12.0	0	0.7087067688173081	1
Pate31	3.2755385374875614e-13	0	0.2868059873580932	0	NA	0	NA	0	12.980000000000004	0	0.1201599108081794	0
Pate32	3.089707746244615e-15	0	0.0197111163288354	0	NA	0	NA	1	10.11	0	0.0813867670928107	0
Pate33	4.612558566153659e-13	0	0.5768582224845886	1	NA	0	NA	1	16.930000000000007	0	0.3137112666113641	0
Pate34	8.710430999119141e-10	0	0.759976327419281	1	NA	0	NA	0	15.319999999999991	0	0.1703046170175148	0
Pate35	1.5851223900490362e-16	0	0.0209886152297258	0	NA	0	NA	1	10.659999999999997	0	0.1226204374799447	0
Pate36	3.9512770404939295e-10	0	0.5228144526481628	1	NA	0	NA	1	20.709999999999997	0	0.3188904831086315	0
Pate37	3.632169278661763e-15	0	0.2447701543569564	0	NA	0	NA	1	16.97	0	0.3137112666113641	0
Pate38	5.7959975045719136e-11	0	0.8680029511451721	1	NA	1	NA	1	19.75	0	0.6130324228591929	1
Pate39	1.5476231957822868e-14	0	0.2089033126831054	0	NA	0	NA	1	11.920000000000002	0	0.1436207976170073	0
Pate4	6.717970648878731e-12	0	0.1575157344341278	0	NA	0	NA	1	14.61	0	0.3137112666113641	0
Pate40	9.964331014416954e-13	0	0.1540989428758621	0	NA	0	NA	1	11.709999999999994	0	0.116010941979856	0
Pate41	1.1031249735983344e-11	0	0.3350013494491577	0	NA	0	NA	1	13.230000000000004	0	0.6296512956168473	1
Pate43	1.2914279704457915e-10	0	0.9623333811759948	1	NA	0	NA	1	27.02	1	0.7087067688173081	1
Pate44	5.820927361839862e-10	0	0.4802746772766113	0	NA	0	NA	1	22.370000000000005	0	0.6300061747400043	1
Pate45	2.63690386482192e-15	0	0.0155679862946271	0	NA	0	NA	1	7.069999999999993	0	0.1226204374799447	0
Pate46	8.06914221898108e-16	0	0.0218008998781442	0	NA	0	NA	1	10.760000000000003	0	0.0552249100196039	0
Pate48	3.859662936150593e-14	0	0.3570903539657593	0	NA	0	NA	1	17.17	0	0.398125223714356	0
Pate49	1.9504291183116042e-13	0	0.7568506002426147	1	NA	0	NA	1	19.14	0	0.3137112666113641	0
Pate5	1.3333752866914664e-14	0	0.0671213194727897	0	NA	0	NA	1	15.790000000000006	0	0.4571703374091997	0
Pate50	1.3404747151227504e-18	0	0.0503318645060062	0	NA	0	NA	1	9.230000000000004	0	0.1715113528791243	0
Pate51	5.126423911538142e-10	0	0.7899842858314514	1	NA	1	NA	1	20.959999999999997	0	0.392450685527566	0
Pate52	5.854470108434294e-16	0	0.0526083894073963	0	NA	0	NA	1	5.379999999999996	0	0.0598243802916273	0
Pate53	2.310719502777378e-13	0	0.6031157374382019	1	NA	0	NA	0	14.189999999999998	0	0.3137112666113641	0
Pate54	7.784969951996526e-16	0	0.0498487614095211	0	NA	0	NA	1	8.040000000000006	0	0.1226204374799447	0
Pate55	1.5691243818607762e-09	0	0.3941825330257416	0	NA	0	NA	1	15.950000000000005	0	0.1703046170175148	0
Pate56	1.3999010187992517e-15	0	0.0079324003309011	0	NA	0	NA	1	8.120000000000005	0	0.0690096469825554	0
Pate57	2.137892840014465e-13	0	0.2834473848342895	0	NA	0	NA	1	15.409999999999997	0	0.6406118922516567	1
Pate6	1.1524088505509177e-15	0	0.0450919196009635	0	NA	0	NA	1	6.530000000000001	0	0.0322128376332597	0
Pate7	1.2098453205436374e-12	0	0.5007399916648865	1	NA	0	NA	1	15.72	0	0.3137112666113641	0
Pate8	4.292801315794469e-11	0	0.3727222084999084	0	NA	0	NA	1	13.459999999999994	0	0.3137112666113641	0
Pate9	1.9508476979243906e-08	0	0.11243337392807	0	NA	0	NA	1	16.799999999999997	0	0.2423766337506028	0
Plan12	4.2924285967189117e-14	0	0.0002872528275474	0	NA	0	NA	1	16.709999999999994	0	0.0033795643857021	0
Plan14	1.0827573948265512e-08	0	0.0014021397801116	0	NA	0	NA	1	20.02	0	0.0033142391680292	0
Plan16	0.998715700328443	1	0.9908193945884703	1	NA	1	NA	1	82.26	1	0.8612165965479193	1
Plan17	0.9999999999904208	1	0.9898674488067628	1	NA	1	NA	1	75.2	1	0.393765768646216	0
Plan18	0.7901807459644671	1	0.8542158603668213	1	NA	1	NA	1	48.99	1	0.3369764222648892	0
Plan2	5.016741719803653e-13	0	1.20519043775e-05	0	NA	0	NA	1	9.61	0	0.0072997406544506	0
Plan21	2.6462469945605903e-14	0	3.83098777092e-05	0	NA	0	NA	0	10.400000000000006	0	0.0032178757973009	0
Plan22	1.2120712486513935e-16	0	1.96380806301e-05	0	NA	0	NA	0	8.079999999999998	0	0.0056535870626316	0
Plan23	0.999999998161407	1	0.9770282506942748	1	NA	0	NA	0	57.01	1	0.1910708582812482	0
Plan26	1.4823662016728578e-15	0	3.2663381261954783e-06	0	NA	0	NA	0	5.049999999999997	0	0.0031537944773958	0
Plan27	0.999999999908432	1	0.969322144985199	1	NA	0	NA	0	65.6	1	0.5133028080839293	1
Plan3	6.0719109863535e-13	0	6.90086817485e-05	0	NA	0	NA	0	14.11	0	0.0048218934320874	0
Plan30	8.08660506185101e-10	0	1.98184879991e-05	0	NA	0	NA	0	7.859999999999999	0	0.0030539992280665	0
Plan31	0.9999999999638456	1	0.9939959049224854	1	NA	0	NA	0	70.62	1	0.7773783179339757	1
Plan32	1.98146499730983e-12	0	0.0002764168311841	0	NA	0	NA	1	17.47	0	0.0137825986385964	0
Plan33	0.4077579645708593	0	0.3951088488101959	0	NA	0	NA	0	48.29	1	0.1563760378265059	0
Plan39	6.103740497524624e-14	0	1.1504514532134635e-06	0	NA	0	NA	1	9.760000000000003	0	0.007651783530442	0
Plan4	4.329642422013645e-12	0	1.55776269821e-05	0	NA	0	NA	1	6.790000000000006	0	0.0062187453992528	0
Plan40	0.9884798160006992	1	0.0013555332552641	0	NA	0	NA	0	29.980000000000004	0	0.0415275735360492	0
Plan42	0.9999993594617912	1	0.8483240008354187	1	NA	0	NA	1	76.52	1	0.5898348338691123	1
Plan43	0.999999999430835	1	0.999987244606018	1	NA	0	NA	1	78.68	1	0.9685080967414708	1
Plan44	0.9999985755618728	1	0.9309068322181702	1	NA	1	NA	1	66.08	1	0.3274042288845437	0
Plan5	1.1016096538116473e-13	0	9.406460776517632e-06	0	NA	0	NA	0	7.760000000000005	0	0.0133176738280027	0
Plan7	1.4099309714639142e-14	0	2.37625245063e-05	0	NA	0	NA	0	8.280000000000001	0	0.0081229544932997	0
Pori1	0.9999936995832632	1	0.973651111125946	1	NA	1	NA	1	48.92	1	0.525658799494952	1
Pori2	0.9999999995919278	1	0.991323947906494	1	NA	0	NA	1	55.96	1	0.4310835176238718	0
ProtA10	0.999999999999968	1	0.7174381613731384	1	NA	0	NA	1	66.84	1	0.3973075959115577	0
ProtA11	0.9999986856177456	1	0.9965541362762452	1	NA	1	NA	1	84.24	1	0.4749447986681913	0
ProtA12	8.324698780497834e-09	0	0.8618930578231812	1	NA	0	NA	1	26.599999999999994	1	0.5957950681182106	1
ProtA13	0.9999988760967568	1	0.9984857439994812	1	NA	1	NA	1	77.53	1	0.9723737462988872	1
ProtA14	1.0	1	0.9996054768562316	1	NA	1	NA	1	80.11	1	0.938631035527202	1
ProtA15	0.999999999502328	1	0.9609649181365968	1	NA	1	NA	1	59.51	1	0.6484072376831456	1
ProtA16	0.999999999999626	1	0.9984697699546814	1	NA	0	NA	1	80.72	1	0.9805497250942696	1
ProtA18	0.999999999998185	1	0.9132973551750184	1	NA	1	NA	1	76.83	1	0.7791641677817743	1
ProtA19	0.9999999880167452	1	0.9998910427093506	1	NA	1	NA	1	93.04	1	0.9285243804814196	1
ProtA2	0.9999999996691132	1	0.9997984766960144	1	NA	0	NA	1	91.36	1	0.9240881838625756	1
ProtA20	0.999999999792838	1	0.9938878417015076	1	NA	0	NA	1	68.38	1	0.340859019585884	0
ProtA21	0.9999999463102688	1	0.9912851452827454	1	NA	1	NA	1	48.68	1	0.7463082144063087	1
ProtA24	0.99999518306556	1	0.9998666048049928	1	NA	1	NA	1	92.27	1	0.9864619958648444	1
ProtA26	0.9999999999999448	1	0.9997681975364684	1	NA	1	NA	1	75.32	1	0.9329012953185272	1
ProtA27	0.9999905105045254	1	0.963899791240692	1	NA	1	NA	1	47.2	1	0.8568666673104103	1
ProtA29	0.9999999999999648	1	0.8682417273521423	1	NA	0	NA	1	79.01	1	0.7286420479806466	1
ProtA3	0.9999999999998838	1	0.9809524416923524	1	NA	1	NA	1	81.3	1	0.9631639681526716	1
ProtA30	0.996068999380866	1	0.9729262590408324	1	NA	0	NA	1	39.68	1	0.6989197931397605	1
ProtA31	0.9992976759179154	1	0.9996567964553832	1	NA	1	NA	1	73.45	1	0.971736768700592	1
ProtA32	0.9999999990071116	1	0.99940025806427	1	NA	1	NA	1	85.35	1	0.9631691342353256	1
ProtA33	0.9999999999990514	1	0.9993723034858704	1	NA	1	NA	1	81.39	1	0.7590777511721434	1
ProtA34	0.999999999999826	1	0.9988213181495668	1	NA	1	NA	1	82.48	1	0.9332319687534576	1
ProtA35	0.999612513939484	1	0.995622217655182	1	NA	1	NA	1	40.05	1	0.8425134678603253	1
ProtA36	0.2191078602230627	0	0.8414110541343689	1	NA	0	NA	1	41.36	1	0.6397377083646958	1
ProtA37	0.9998120709046144	1	0.9388277530670166	1	NA	1	NA	1	66.54	1	0.7885443248936703	1
ProtA38	0.9999999999999784	1	0.0302367489784955	0	NA	1	NA	1	40.9	1	0.3179820405617937	0
ProtA39	0.9999925301232152	1	0.980732262134552	1	NA	0	NA	1	51.23	1	0.9702887342733468	1
ProtA40	0.999999993922654	1	0.9932489395141602	1	NA	1	NA	1	78.43	1	0.8987933167136306	1
ProtA41	0.9999997890049828	1	0.0064356960356235	0	NA	1	NA	1	29.83	0	0.114953239961824	0
ProtA42	0.9999999741922452	1	0.6937934160232544	1	NA	0	NA	1	67.96	1	0.794087159597493	1
ProtA43	0.9999999999736952	1	0.975314736366272	1	NA	1	NA	1	68.73	1	0.8746595243277783	1
ProtA44	0.4043334836712153	0	0.8944661021232605	1	NA	0	NA	1	30.90000000000001	0	0.6861385276497016	1
ProtA45	0.9999997542701984	1	0.9952167272567748	1	NA	0	NA	0	71.67	1	0.8795407284218365	1
ProtA46	0.999999999992996	1	0.9990277290344238	1	NA	1	NA	1	88.9	1	0.9494879187864228	1
ProtA47	0.9999999999860958	1	0.9995694756507874	1	NA	1	NA	1	80.4	1	0.8389616015674951	1
ProtA48	0.9999999999968576	1	0.0300239361822605	0	NA	1	NA	0	41.52	1	0.6639282026852751	1
ProtA49	0.9999999999999843	1	0.9938969016075134	1	NA	1	NA	1	69.13	1	0.9525705853532084	1
ProtA5	0.9999999999999548	1	0.8682907223701477	1	NA	0	NA	1	70.57	1	0.5096478473505702	1
ProtA50	0.999999999999993	1	0.984445869922638	1	NA	1	NA	1	74.42	1	0.8907926263055395	1
ProtA51	0.99999999887377	1	0.9999678134918212	1	NA	1	NA	1	91.51	1	0.8742626604437327	1
ProtA52	0.9999999999897397	1	0.9989606142044068	1	NA	1	NA	1	77.81	1	0.9720477747969932	1
ProtA53	0.9999962243403744	1	0.999848246574402	1	NA	1	NA	1	86.22	1	0.9007334517620535	1
ProtA54	0.9997897931116418	1	0.9976365566253662	1	NA	0	NA	1	32.900000000000006	1	0.6807169176767568	1
ProtA55	0.999999999859762	1	0.9963298439979552	1	NA	1	NA	1	89.0	1	0.9499840555683656	1
ProtA56	0.9999999998371244	1	0.9954192638397216	1	NA	1	NA	1	86.52	1	0.9602005811401936	1
ProtA57	0.9999999999999954	1	0.9907773733139038	1	NA	1	NA	1	74.74	1	0.9189387886970882	1
ProtA58	0.9999998857107468	1	0.9998030066490172	1	NA	1	NA	1	86.02	1	0.9767900382575766	1
ProtA60	2.04861694050192e-12	0	0.0010002928320318	0	NA	0	NA	1	8.719999999999999	0	0.0273966422499149	0
ProtA61	0.9999999999986152	1	0.9887552857398988	1	NA	1	NA	1	76.65	1	0.965822489902004	1
ProtA62	0.999999999999999	1	0.8446497917175293	1	NA	1	NA	1	60.77	1	0.5590677219621415	1
ProtA63	0.9999908054816296	1	0.9649027585983276	1	NA	1	NA	1	78.12	1	0.8814999758892121	1
ProtA64	0.9999999999880214	1	0.001476012635976	0	NA	1	NA	0	23.42	0	0.299773887948234	0
ProtA66	0.9999999998298424	1	0.9897868633270264	1	NA	1	NA	1	80.78	1	0.9193528257125058	1
ProtA67	0.9999999999981928	1	0.9907983541488647	1	NA	1	NA	1	75.46	1	0.9187058488226624	1
ProtA68	0.9999999999702124	1	0.99983811378479	1	NA	0	NA	1	92.31	1	0.9713338465581696	1
ProtA69	0.9999999999999968	1	0.9981206059455872	1	NA	1	NA	1	75.77	1	0.9533492599364444	1
ProtA7	0.999994540758031	1	0.9461641311645508	1	NA	1	NA	1	44.86	1	0.8911618076418766	1
ProtA70	0.9999999999999956	1	0.9955862760543824	1	NA	0	NA	1	68.99	1	0.8974956197281162	1
ProtA71	0.9999996742944524	1	0.9998997449874878	1	NA	1	NA	1	92.25	1	0.9883838295122612	1
ProtA72	0.9999999721727586	1	0.9995228052139282	1	NA	1	NA	1	88.28	1	0.9720477747969932	1
ProtA74	0.999999997041211	1	0.9998940229415894	1	NA	1	NA	1	90.7	1	0.8415058655504514	1
ProtA75	0.999999999999957	1	0.0068860338069498	0	NA	1	NA	1	56.78	1	0.6847881616037603	1
ProtA76	0.9999999999999988	1	0.9989744424819946	1	NA	1	NA	1	88.89	1	0.9769849824226716	1
ProtA77	0.9999904973156982	1	0.9985979199409484	1	NA	1	NA	1	89.08	1	0.9587228064730564	1
ProtA8	0.9999999999996444	1	0.593139111995697	1	NA	1	NA	1	51.26	1	0.1784648293299478	0
ProtA9	4.782829162177863e-05	0	0.1428370326757431	0	NA	0	NA	1	18.950000000000003	0	0.3163980562215832	0
ProtG1	0.9999999999999932	1	0.5068097710609436	1	NA	0	NA	1	68.91	1	0.7001217887781715	1
ProtG10	0.999999999999999	1	0.9890075922012328	1	NA	1	NA	1	71.0	1	0.5476587365218595	1
ProtG11	0.9999999991881192	1	0.9997947812080384	1	NA	1	NA	1	66.34	1	0.8862669401755775	1
ProtG12	0.9999999999999932	1	0.9998099207878112	1	NA	1	NA	1	62.16	1	0.9758802737570595	1
ProtG13	0.9999999846228136	1	0.5141886472702026	1	NA	1	NA	1	57.97	1	0.6276955600786136	1
ProtG14	0.9999999804040288	1	0.997812271118164	1	NA	1	NA	1	53.79	1	0.70490518090106	1
ProtG15	0.9999994937561708	1	0.998016595840454	1	NA	0	NA	1	33.03	1	0.9323752133979476	1
ProtG16	0.9999999999975652	1	0.9941799640655518	1	NA	0	NA	1	63.96	1	0.8933505828504535	1
ProtG17	0.9999999752901048	1	0.9954533576965332	1	NA	0	NA	1	52.79	1	0.9136424519157372	1
ProtG18	0.9999999399024048	1	0.9724366664886476	1	NA	1	NA	1	64.85	1	0.5567783550381905	1
ProtG19	0.99999991643662	1	0.9927531480789183	1	NA	1	NA	1	41.89	1	0.9377408243341714	1
ProtG20	0.9999999994741072	1	0.6402567625045776	1	NA	0	NA	1	46.11	1	0.8901744783209176	1
ProtG21	0.999999999999996	1	0.9718082547187804	1	NA	1	NA	1	73.68	1	0.6489216230358248	1
ProtG22	1.0	1	0.997326135635376	1	NA	1	NA	1	84.75	1	0.9673270574821884	1
ProtG24	0.999999999998061	1	0.9920788407325744	1	NA	1	NA	1	73.63	1	0.6686885236639067	1
ProtG25	0.9999999999999938	1	0.9918909072875975	1	NA	1	NA	0	69.84	1	0.5560330240917573	1
ProtG26	0.9999999877582024	1	0.8884286284446716	1	NA	0	NA	1	47.59	1	0.9127156948096578	1
ProtG27	0.9999999999994408	1	0.295836329460144	0	NA	1	NA	1	42.7	1	0.2056403338914051	0
ProtG28	1.0	1	0.9905030727386476	1	NA	1	NA	1	80.27	1	0.9359439176171472	1
ProtG29	0.0011791764276167	0	0.9631020426750184	1	NA	0	NA	1	29.870000000000005	0	0.2583600430050525	0
ProtG3	0.9999999999999828	1	0.99916410446167	1	NA	0	NA	0	40.98	1	0.8881547818032136	1
ProtG30	0.999999999999994	1	0.9937857389450072	1	NA	1	NA	1	20.36	1	0.9387542381492572	1
ProtG31	0.9999999999999076	1	0.9992641806602478	1	NA	0	NA	1	68.87	1	0.9914958099795906	1
ProtG32	0.9999999999999992	1	0.1612684726715088	0	NA	1	NA	1	44.86	1	0.6496908657409869	1
ProtG33	0.9999999996336744	1	0.4912475943565368	0	NA	1	NA	1	47.41	1	0.7151615150884167	1
ProtG34	1.0	1	0.999427616596222	1	NA	1	NA	1	65.96	1	0.2625520837640468	0
ProtG35	0.9999542999760632	1	0.1116763353347778	0	NA	1	NA	1	25.510000000000005	0	0.5491970688153982	1
ProtG36	0.9999999999999128	1	0.9991844296455384	1	NA	1	NA	1	64.18	1	0.9243991594158878	1
ProtG37	0.9999999999999908	1	0.908521294593811	1	NA	1	NA	1	45.15	1	0.2640663817200845	0
ProtG38	0.9927522768437416	1	0.0036736116744577	0	NA	0	NA	1	28.709999999999997	0	0.0972665129039819	0
ProtG39	0.9999999990725932	1	0.9938082098960876	1	NA	0	NA	1	45.17	1	0.7567129626785225	1
ProtG4	3.0190565326983364e-10	0	0.0054657692089676	0	NA	0	NA	1	15.650000000000006	0	0.0447097404454866	0
ProtG40	0.9999999993612124	1	0.0006371256895363	0	NA	1	NA	1	21.61	1	0.1835857075728223	0
ProtG41	0.9999999999999992	1	5.82649772695e-05	0	NA	1	NA	0	38.15	1	0.2337369728770406	0
ProtG42	0.99999999999819	1	0.4619264900684356	0	NA	1	NA	1	40.36	1	0.2358923338564595	0
ProtG43	0.9999999999989118	1	0.927794635295868	1	NA	0	NA	1	61.2	1	0.9489185815246036	1
ProtG44	0.9999999999999912	1	0.6757685542106628	1	NA	1	NA	1	52.18	1	0.4802362255431335	0
ProtG45	0.999999999999998	1	0.004583406727761	0	NA	1	NA	1	42.94	1	0.101399070365521	0
ProtG46	0.9999999998320408	1	0.0011469332966953	0	NA	1	NA	1	29.099999999999994	1	0.1724173020945608	0
ProtG47	0.9999999999999016	1	0.9997132420539856	1	NA	1	NA	1	70.23	1	0.7226100079768946	1
ProtG48	0.9999999960899708	1	0.0023558102548122	0	NA	0	NA	1	54.52	1	0.2239432704628716	0
ProtG49	1.0	1	0.999445617198944	1	NA	0	NA	0	48.48	1	0.9601705370023598	1
ProtG5	0.999999999999346	1	0.997474491596222	1	NA	1	NA	1	60.35	1	0.3048578434739397	0
ProtG50	0.9999999999999464	1	0.9864993095397948	1	NA	1	NA	1	77.74	1	0.7477206473641158	1
ProtG51	0.9999999288954244	1	0.8426755666732788	1	NA	1	NA	1	65.67	1	0.5480025811906436	1
ProtG52	0.9999999999999016	1	0.9820169806480408	1	NA	1	NA	1	67.47	1	0.6618825715500898	1
ProtG53	0.999999999999373	1	0.0044387290254235	0	NA	1	NA	1	31.39	0	0.2150439509819767	0
ProtG54	0.9999991406072648	1	0.99989116191864	1	NA	1	NA	1	48.64	1	0.9636839321446896	1
ProtG55	0.9999999999999932	1	0.8922397494316101	1	NA	0	NA	1	42.75	1	0.1872270153653266	0
ProtG56	0.9999999999999972	1	0.3443667888641357	0	NA	1	NA	1	78.13	1	0.7875811985319171	1
ProtG57	0.9999999999999972	1	0.6019336581230164	1	NA	1	NA	1	57.5	1	0.5358574174658388	1
ProtG58	0.9999999999998564	1	0.9853561520576476	1	NA	0	NA	1	59.95	1	0.952478579674026	1
ProtG59	0.9999999999999998	1	0.9823637008666992	1	NA	0	NA	1	61.99	1	0.9563394247295768	1
ProtG6	0.9999999545635908	1	0.9505268931388856	1	NA	0	NA	1	45.12	1	0.6995758454764284	1
ProtG60	0.9999999999999736	1	0.9280993938446044	1	NA	1	NA	1	58.75	1	0.894191797194547	1
ProtG61	0.9999999999999762	1	0.9280993938446044	1	NA	1	NA	1	58.75	1	0.894191797194547	1
ProtG62	0.9999999999999348	1	0.0740581750869751	0	NA	1	NA	1	49.96	1	0.7760405006541131	1
ProtG63	1.0	1	0.998396337032318	1	NA	1	NA	1	58.27	1	0.8578113156062239	1
ProtG64	0.9999999999999452	1	0.9994379878044128	1	NA	0	NA	1	38.5	1	0.865015799533616	1
ProtG65	0.9999999999995882	1	0.9999767541885376	1	NA	1	NA	1	95.6	1	0.9921280358286833	1
ProtG66	0.9999999999999992	1	0.9972233772277832	1	NA	0	NA	1	74.26	1	0.8405003910988647	1
ProtG67	0.9999999999999508	1	0.997363269329071	1	NA	1	NA	1	64.06	1	0.9795149852894264	1
ProtG68	0.999999999999332	1	0.914084792137146	1	NA	0	NA	1	54.05	1	0.3798743673492908	0
ProtG69	0.999999999912045	1	0.9999988079071044	1	NA	1	NA	1	93.57	1	0.9933672562224998	1
ProtG7	0.9999999985037958	1	0.0171880479902029	0	NA	1	NA	1	35.03	0	0.1623557726409171	0
ProtG70	0.999999999999769	1	0.5715160965919495	1	NA	1	NA	1	29.77	1	0.1290517402837511	0
ProtG71	0.9999999999534522	1	0.8393628001213074	1	NA	1	NA	1	50.12	1	0.2518878506884412	0
ProtG72	0.9999999999999996	1	0.9939013719558716	1	NA	1	NA	1	72.47	1	0.7920959856718652	1
ProtG73	0.9999999999999856	1	0.974010169506073	1	NA	0	NA	1	54.57	1	0.9332624685251792	1
ProtG74	0.9999999999994652	1	0.9999781847000122	1	NA	1	NA	1	92.25	1	0.9780075973990046	1
ProtG75	0.9999999998692072	1	7.992023256520042e-07	0	NA	1	NA	1	10.22	0	0.0866689337228786	0
ProtG76	1.0	1	0.9999337196350098	1	NA	0	NA	0	4.329999999999998	1	0.9499448825841024	1
ProtG77	0.9999999999999988	1	0.3628697693347931	0	NA	1	NA	1	40.78	1	0.6138225117842584	1
ProtG78	0.9999999998557652	1	0.9896683692932128	1	NA	1	NA	1	75.27	1	0.7819338908460495	1
ProtG79	0.9963973838641388	1	0.164390280842781	0	NA	1	NA	1	38.56	1	0.7365262584875881	1
ProtG8	0.9999999999999964	1	0.0036927598994225	0	NA	1	NA	1	31.090000000000003	1	0.2723001003215068	0
ProtG80	0.9999999999976674	1	0.9091055393218994	1	NA	0	NA	1	42.42	1	0.6208817849562386	1
ProtG81	0.9999975555472022	1	0.9030444025993348	1	NA	1	NA	1	20.41	1	0.4670980770352043	0
ProtG82	0.9999999999999934	1	0.999189794063568	1	NA	1	NA	1	70.43	1	0.9887900077203092	1
ProtG83	0.9999999999953066	1	0.9995483756065368	1	NA	1	NA	1	35.2	1	0.9498126183050956	1
ProtG84	0.9999999999999946	1	0.9999053478240968	1	NA	1	NA	1	87.04	1	0.9842067359002814	1
ProtG85	1.0	1	0.9837878942489624	1	NA	1	NA	1	83.64	1	0.9628765321265306	1
ProtG86	0.9999999642958716	1	0.9342408180236816	1	NA	1	NA	1	24.209999999999997	1	0.8365763092478148	1
ProtG87	0.9999998899722718	1	0.9972524046897888	1	NA	0	NA	1	36.7	1	0.9451527458467964	1
ProtG88	1.0	1	0.521958589553833	1	NA	1	NA	1	51.95	1	0.749637701486051	1
ProtG89	0.999999999999993	1	0.999940037727356	1	NA	1	NA	1	72.35	1	0.8253224885735039	1
ProtG9	0.9999999999931596	1	0.999349057674408	1	NA	1	NA	1	77.76	1	0.9600958048665952	1
ProtG90	0.999988867380847	1	0.9955840706825256	1	NA	1	NA	1	33.489999999999995	1	0.9704714887831504	1
ProtG91	0.9999999999269616	1	0.9996547698974608	1	NA	1	NA	1	91.92	1	0.9716113269325612	1
ProtM1	0.9990702537900926	1	0.0015376565279439	0	NA	1	NA	1	26.25	0	0.2183325889198107	0
ProtM2	0.9864861989723572	1	0.0008241581381298	0	NA	1	NA	1	27.15000000000001	0	0.0222160278385413	0
ProtM3	0.2762905860645496	0	8.31864890642e-05	0	NA	1	NA	1	12.299999999999995	0	0.0299895133916718	0
ProtZ1	0.9999999999488044	1	0.0562996715307235	0	NA	1	NA	1	32.989999999999995	1	0.1532659522684798	0
ProtZ2	0.9999999977267716	1	0.0121021578088402	0	NA	1	NA	1	36.64	1	0.3000955840030556	0
ProtZ3	0.9999997580825196	1	0.921163022518158	1	NA	1	NA	1	38.21	1	0.9462375712695026	1
ProtZ4	0.9999999998737654	1	0.5067574381828308	1	NA	1	NA	1	34.650000000000006	1	0.2326966382429082	0
ProtZ5	0.3721943534834651	0	7.56109511712e-05	0	NA	0	NA	1	22.489999999999995	0	0.2392812795091019	0
RBG1	3.207198275306307e-17	0	5.12474362039e-05	0	NA	0	NA	0	7.569999999999993	0	0.0178396476029174	0
Rifl1	8.822350038998704e-11	0	6.986027187849686e-07	0	NA	0	NA	0	13.28	0	0.0036810176759604	0
SAR3X1	0.20240718754131	0	0.3011673986911773	0	NA	0	NA	0	33.44	0	0.0888690644475696	0
SAR3X2	0.9999999979909546	1	0.4637067914009094	0	NA	0	NA	0	65.81	1	0.2539404408802213	0
SLNR1	1.808309563726771e-21	0	1.40678403113e-05	0	NA	0	NA	0	7.280000000000001	0	0.0132825769366632	0
SM23X1	4.237594356718382e-20	0	1.1548595466592817e-06	0	NA	0	NA	0	4.930000000000007	0	0.0046795233656609	0
SZUA1	3.986871001782391e-15	0	5.484688472279231e-07	0	NA	0	NA	1	4.560000000000002	0	0.0125036659784229	0
SZUA2	1.387146038797164e-09	0	6.1497936258e-05	0	NA	0	NA	1	9.329999999999998	0	0.0228687632359012	0
Sche1	0.0001942578361528	0	0.0008713349234312	0	NA	0	NA	1	16.25	0	0.0252236656570091	0
Spir10	1.191170221100439e-23	0	2.1852144982403843e-06	0	NA	0	NA	0	2.230000000000004	0	0.0098997095565671	0
Spir11	2.484530469530515e-18	0	0.0052634105086326	0	NA	0	NA	1	7.579999999999998	0	0.2971933030706454	0
Spir12	0.0681916773758087	0	0.0108990939334034	0	NA	0	NA	1	33.06	0	0.3892426425204867	0
Spir13	2.299618340608997e-11	0	6.716745701851323e-06	0	NA	0	NA	0	14.150000000000006	0	0.0124849900130758	0
Spir15	0.9999999996375588	1	0.4861426949501037	0	NA	1	NA	1	68.97	1	0.8179109447055092	1
Spir2	0.5842692547481367	1	0.001813759910874	0	NA	0	NA	1	41.7	1	0.2744750495046153	0
Spir3	1.0847315900888166e-11	0	2.04391963052e-05	0	NA	0	NA	0	16.61	0	0.0040778029081017	0
Spir4	1.5389379807605635e-06	0	1.7760341108896682e-07	0	NA	0	NA	0	12.819999999999991	0	0.0036971740708368	0
Spir8	1.2590647871753988e-11	0	6.482976459665224e-06	0	NA	0	NA	0	5.230000000000004	0	0.001476121241848	0
Spir9	0.9999999999674712	1	0.9690399765968324	1	NA	0	NA	1	76.85	1	0.7980634272309038	1
Sume1	0.9396176412412462	1	0.0045547382906079	0	NA	1	NA	0	34.17	0	0.0735368328427997	0
Syne1	6.372181556622106e-22	0	4.199025340767548e-07	0	NA	0	NA	0	1.5799999999999983	0	0.0044844192003863	0
Syne10	3.752951279248893e-23	0	5.296899416862288e-07	0	NA	0	NA	0	2.4000000000000057	0	0.0019664823158771	0
