DATASET_COLORSTRIP
#In colored strip datasets, each ID is associated to a color box/strip and can have an optional label. Color can be specified in hexadecimal, RGB or RGBA notation. When using RGB or RGBA notation, you cannot use COMMA as the dataset separator

#lines starting with a hash are comments and ignored during parsing

#=================================================================#
#                    MANDATORY SETTINGS                           #
#=================================================================#
#select the separator which is used to delimit the data below (TAB,SPACE or COMMA).This separator must be used throughout this file (except in the SEPARATOR line, which uses space).

#SEPARATOR TAB
SEPARATOR COMMA
#SEPARATOR SPACE

#label is used in the legend table (can be changed later)
DATASET_LABEL,LR prediction

#dataset color (can be changed later)
COLOR,#ff0000

#=================================================================#
#                    OPTIONAL SETTINGS                            #
#=================================================================#

#If COLOR_BRANCHES is set to 1, branches of the tree will be colored according to the colors of the strips above the leaves.
#When all children of a node have the same color, it will be colored the same, ie. the color will propagate inwards towards the root.
#COLOR_BRANCHES,0

#each dataset can have a legend, which is defined below
#for each row in the legend, there should be one shape, color and label
#shape should be a number between 1 and 6:
#1: square
#2: circle
#3: star
#4: right pointing triangle
#5: left pointing triangle
#6: checkmark

#LEGEND_TITLE Dataset_legend
#LEGEND_SHAPES 1 1 2 2
#LEGEND_COLORS #ff0000 #00ff00 rgba(0,255,0,0.5) #0000ff
#LEGEND_LABELS value1 value2 value3 value4

LEGEND_TITLE,LR prediction
INO66543,#D65DB1,Anaerobe
INO67962,#D65DB1,Anaerobe
INO69316,#D65DB1,Anaerobe
INO69315,#D65DB1,Anaerobe
INO70538,#D65DB1,Anaerobe
INO71657,#D65DB1,Anaerobe
INO70537,#D65DB1,Anaerobe
INO67961,#D65DB1,Anaerobe
INO69314,#D65DB1,Anaerobe
INO66542,#D65DB1,Anaerobe
INO59795,#D65DB1,Anaerobe
INO61647,#D65DB1,Anaerobe
INO63397,#D65DB1,Anaerobe
INO65031,#D65DB1,Anaerobe
INO66541,#D65DB1,Anaerobe
INO65030,#D65DB1,Anaerobe
INO66540,#D65DB1,Anaerobe
INO67960,#D65DB1,Anaerobe
INO69313,#D65DB1,Anaerobe
INO70536,#D65DB1,Anaerobe
INO71656,#D65DB1,Anaerobe
INO72700,#D65DB1,Anaerobe
INO71655,#D65DB1,Anaerobe
INO66539,#D65DB1,Anaerobe
INO67959,#D65DB1,Anaerobe
INO69312,#D65DB1,Anaerobe
INO67958,#D65DB1,Anaerobe
INO69311,#D65DB1,Anaerobe
INO70535,#D65DB1,Anaerobe
INO71654,#D65DB1,Anaerobe
INO72699,#D65DB1,Anaerobe
INO72698,#D65DB1,Anaerobe
INO73640,#D65DB1,Anaerobe
INO74435,#D65DB1,Anaerobe
INO75140,#D65DB1,Anaerobe
INO73639,#D65DB1,Anaerobe
INO74434,#D65DB1,Anaerobe
INO75139,#D65DB1,Anaerobe
INO75772,#D65DB1,Anaerobe
INO76376,#D65DB1,Anaerobe
INO76863,#D65DB1,Anaerobe
INO70534,#D65DB1,Anaerobe
INO71653,#D65DB1,Anaerobe
INO72697,#D65DB1,Anaerobe
INO73638,#D65DB1,Anaerobe
INO73637,#D65DB1,Anaerobe
INO74433,#D65DB1,Anaerobe
INO75138,#D65DB1,Anaerobe
INO75771,#D65DB1,Anaerobe
INO76375,#D65DB1,Anaerobe
INO74432,#D65DB1,Anaerobe
INO75137,#D65DB1,Anaerobe
INO75770,#D65DB1,Anaerobe
INO76374,#D65DB1,Anaerobe
INO76862,#D65DB1,Anaerobe
INO77301,#D65DB1,Anaerobe
INO77715,#D65DB1,Anaerobe
INO69310,#D65DB1,Anaerobe
INO70533,#D65DB1,Anaerobe
INO71652,#D65DB1,Anaerobe
INO71651,#D65DB1,Anaerobe
INO72696,#D65DB1,Anaerobe
INO70532,#D65DB1,Anaerobe
INO63396,#D65DB1,Anaerobe
INO61646,#D65DB1,Anaerobe
INO63395,#D65DB1,Anaerobe
INO65029,#D65DB1,Anaerobe
INO66538,#D65DB1,Anaerobe
INO67957,#D65DB1,Anaerobe
INO69309,#D65DB1,Anaerobe
INO67956,#D65DB1,Anaerobe
INO69308,#D65DB1,Anaerobe
INO70531,#D65DB1,Anaerobe
INO70530,#D65DB1,Anaerobe
INO71650,#D65DB1,Anaerobe
INO72695,#D65DB1,Anaerobe
INO71649,#D65DB1,Anaerobe
INO72694,#D65DB1,Anaerobe
INO73636,#D65DB1,Anaerobe
INO69307,#D65DB1,Anaerobe
INO70529,#D65DB1,Anaerobe
INO71648,#D65DB1,Anaerobe
INO72693,#D65DB1,Anaerobe
INO73635,#D65DB1,Anaerobe
INO74431,#D65DB1,Anaerobe
INO75136,#D65DB1,Anaerobe
INO74430,#D65DB1,Anaerobe
INO75135,#D65DB1,Anaerobe
INO75769,#D65DB1,Anaerobe
INO76373,#D65DB1,Anaerobe
INO76861,#D65DB1,Anaerobe
INO75134,#D65DB1,Anaerobe
INO72692,#D65DB1,Anaerobe
INO73634,#D65DB1,Anaerobe
INO74429,#D65DB1,Anaerobe
INO75133,#D65DB1,Anaerobe
INO75768,#D65DB1,Anaerobe
INO76372,#D65DB1,Anaerobe
INO76860,#D65DB1,Anaerobe
INO77300,#D65DB1,Anaerobe
INO77299,#D65DB1,Anaerobe
INO77714,#D65DB1,Anaerobe
INO78105,#D65DB1,Anaerobe
INO78104,#D65DB1,Anaerobe
INO76859,#D65DB1,Anaerobe
INO77298,#D65DB1,Anaerobe
INO77713,#D65DB1,Anaerobe
INO78103,#D65DB1,Anaerobe
INO77297,#D65DB1,Anaerobe
INO76371,#D65DB1,Anaerobe
INO76858,#D65DB1,Anaerobe
INO75767,#D65DB1,Anaerobe
INO76370,#D65DB1,Anaerobe
INO76857,#D65DB1,Anaerobe
INO77296,#D65DB1,Anaerobe
INO74428,#D65DB1,Anaerobe
INO75132,#D65DB1,Anaerobe
INO75766,#D65DB1,Anaerobe
INO76369,#D65DB1,Anaerobe
INO75131,#D65DB1,Anaerobe
INO75765,#D65DB1,Anaerobe
INO76368,#D65DB1,Anaerobe
INO76856,#D65DB1,Anaerobe
INO77295,#D65DB1,Anaerobe
INO77712,#D65DB1,Anaerobe
INO78102,#D65DB1,Anaerobe
INO78461,#D65DB1,Anaerobe
INO78460,#D65DB1,Anaerobe
INO76855,#D65DB1,Anaerobe
INO77294,#D65DB1,Anaerobe
INO77711,#D65DB1,Anaerobe
INO77293,#D65DB1,Anaerobe
INO76367,#D65DB1,Anaerobe
INO76854,#D65DB1,Anaerobe
INO77292,#D65DB1,Anaerobe
INO77710,#D65DB1,Anaerobe
INO77291,#D65DB1,Anaerobe
INO77709,#D65DB1,Anaerobe
INO78101,#D65DB1,Anaerobe
INO78459,#D65DB1,Anaerobe
INO78790,#D65DB1,Anaerobe
INO79086,#D65DB1,Anaerobe
INO78458,#D65DB1,Anaerobe
INO78789,#D65DB1,Anaerobe
INO75764,#D65DB1,Anaerobe
INO76366,#D65DB1,Anaerobe
INO76853,#D65DB1,Anaerobe
INO77290,#D65DB1,Anaerobe
INO77708,#D65DB1,Anaerobe
INO78100,#D65DB1,Anaerobe
INO77289,#D65DB1,Anaerobe
INO77707,#D65DB1,Anaerobe
INO76852,#D65DB1,Anaerobe
INO76365,#D65DB1,Anaerobe
INO73633,#D65DB1,Anaerobe
INO74427,#D65DB1,Anaerobe
INO75130,#D65DB1,Anaerobe
INO75763,#D65DB1,Anaerobe
INO76364,#D65DB1,Anaerobe
INO76851,#D65DB1,Anaerobe
INO77288,#D65DB1,Anaerobe
INO77706,#D65DB1,Anaerobe
INO75762,#D65DB1,Anaerobe
INO76363,#D65DB1,Anaerobe
INO76362,#D65DB1,Anaerobe
INO75129,#D65DB1,Anaerobe
INO75761,#D65DB1,Anaerobe
INO76361,#D65DB1,Anaerobe
INO76850,#D65DB1,Anaerobe
INO77287,#D65DB1,Anaerobe
INO77286,#D65DB1,Anaerobe
INO76360,#D65DB1,Anaerobe
INO75760,#D65DB1,Anaerobe
INO76359,#D65DB1,Anaerobe
INO76849,#D65DB1,Anaerobe
INO76358,#D65DB1,Anaerobe
INO76848,#D65DB1,Anaerobe
INO77285,#D65DB1,Anaerobe
INO77284,#D65DB1,Anaerobe
INO77705,#D65DB1,Anaerobe
INO78099,#D65DB1,Anaerobe
INO78457,#D65DB1,Anaerobe
INO78788,#D65DB1,Anaerobe
INO78787,#D65DB1,Anaerobe
INO79085,#D65DB1,Anaerobe
INO79351,#D65DB1,Anaerobe
INO79575,#D65DB1,Anaerobe
INO79777,#D65DB1,Anaerobe
INO79949,#D65DB1,Anaerobe
INO79350,#D65DB1,Anaerobe
INO79084,#D65DB1,Anaerobe
INO79349,#D65DB1,Anaerobe
INO79574,#D65DB1,Anaerobe
INO79348,#D65DB1,Anaerobe
INO79573,#D65DB1,Anaerobe
INO79776,#D65DB1,Anaerobe
INO78456,#D65DB1,Anaerobe
INO78786,#D65DB1,Anaerobe
INO79083,#D65DB1,Anaerobe
INO79347,#D65DB1,Anaerobe
INO79572,#D65DB1,Anaerobe
INO78785,#D65DB1,Anaerobe
INO79082,#D65DB1,Anaerobe
INO79081,#D65DB1,Anaerobe
INO78098,#D65DB1,Anaerobe
INO78455,#D65DB1,Anaerobe
INO78784,#D65DB1,Anaerobe
INO79080,#D65DB1,Anaerobe
INO79346,#D65DB1,Anaerobe
INO79571,#D65DB1,Anaerobe
INO79775,#D65DB1,Anaerobe
INO79345,#D65DB1,Anaerobe
INO79570,#D65DB1,Anaerobe
INO79774,#D65DB1,Anaerobe
INO79948,#D65DB1,Anaerobe
INO80103,#D65DB1,Anaerobe
INO79947,#D65DB1,Anaerobe
INO79079,#D65DB1,Anaerobe
INO79344,#D65DB1,Anaerobe
INO79569,#D65DB1,Anaerobe
INO79568,#D65DB1,Anaerobe
INO79343,#D65DB1,Anaerobe
INO79567,#D65DB1,Anaerobe
INO79773,#D65DB1,Anaerobe
INO79946,#D65DB1,Anaerobe
INO79772,#D65DB1,Anaerobe
INO79945,#D65DB1,Anaerobe
INO80102,#D65DB1,Anaerobe
INO80226,#D65DB1,Anaerobe
INO80101,#D65DB1,Anaerobe
INO79566,#D65DB1,Anaerobe
INO79771,#D65DB1,Anaerobe
INO78783,#D65DB1,Anaerobe
INO79078,#D65DB1,Anaerobe
INO79077,#D65DB1,Anaerobe
INO77704,#D65DB1,Anaerobe
INO76847,#D65DB1,Anaerobe
INO77283,#D65DB1,Anaerobe
INO77703,#D65DB1,Anaerobe
INO70528,#D65DB1,Anaerobe
INO71647,#D65DB1,Anaerobe
INO72691,#D65DB1,Anaerobe
INO73632,#D65DB1,Anaerobe
INO65028,#D65DB1,Anaerobe
INO66537,#D65DB1,Anaerobe
INO63394,#D65DB1,Anaerobe
INO65027,#D65DB1,Anaerobe
INO66536,#D65DB1,Anaerobe
INO57808,#D65DB1,Anaerobe
INO59794,#D65DB1,Anaerobe
INO61645,#D65DB1,Anaerobe
INO63393,#D65DB1,Anaerobe
INO65026,#D65DB1,Anaerobe
INO66535,#D65DB1,Anaerobe
INO61644,#D65DB1,Anaerobe
INO59793,#D65DB1,Anaerobe
INO61643,#D65DB1,Anaerobe
INO61642,#D65DB1,Anaerobe
INO63392,#D65DB1,Anaerobe
INO55692,#D65DB1,Anaerobe
INO57807,#D65DB1,Anaerobe
INO57806,#D65DB1,Anaerobe
INO59792,#D65DB1,Anaerobe
INO61641,#D65DB1,Anaerobe
INO63391,#D65DB1,Anaerobe
INO65025,#D65DB1,Anaerobe
INO66534,#D65DB1,Anaerobe
INO61640,#D65DB1,Anaerobe
INO63390,#D65DB1,Anaerobe
INO65024,#D65DB1,Anaerobe
INO66533,#D65DB1,Anaerobe
INO65023,#D65DB1,Anaerobe
INO66532,#D65DB1,Anaerobe
INO66531,#D65DB1,Anaerobe
INO67955,#D65DB1,Anaerobe
INO59791,#D65DB1,Anaerobe
INO61639,#D65DB1,Anaerobe
INO63389,#D65DB1,Anaerobe
INO65022,#D65DB1,Anaerobe
INO65021,#D65DB1,Anaerobe
INO66530,#D65DB1,Anaerobe
INO67954,#D65DB1,Anaerobe
INO61638,#D65DB1,Anaerobe
INO63388,#D65DB1,Anaerobe
INO65020,#D65DB1,Anaerobe
INO66529,#D65DB1,Anaerobe
INO67953,#D65DB1,Anaerobe
INO69306,#D65DB1,Anaerobe
INO65019,#D65DB1,Anaerobe
INO66528,#D65DB1,Anaerobe
INO63387,#D65DB1,Anaerobe
INO65018,#D65DB1,Anaerobe
INO65017,#D65DB1,Anaerobe
INO66527,#D65DB1,Anaerobe
INO67952,#D65DB1,Anaerobe
INO69305,#D65DB1,Anaerobe
INO67951,#D65DB1,Anaerobe
INO66526,#D65DB1,Anaerobe
INO53494,#D65DB1,Anaerobe
INO55691,#D65DB1,Anaerobe
INO57805,#D65DB1,Anaerobe
INO59790,#D65DB1,Anaerobe
INO61637,#D65DB1,Anaerobe
INO63386,#D65DB1,Anaerobe
INO63385,#D65DB1,Anaerobe
INO61636,#D65DB1,Anaerobe
INO59789,#D65DB1,Anaerobe
INO61635,#D65DB1,Anaerobe
INO57804,#D65DB1,Anaerobe
INO59788,#D65DB1,Anaerobe
INO61634,#D65DB1,Anaerobe
INO59787,#D65DB1,Anaerobe
INO61633,#D65DB1,Anaerobe
INO63384,#D65DB1,Anaerobe
INO65016,#D65DB1,Anaerobe
INO66525,#D65DB1,Anaerobe
INO55690,#D65DB1,Anaerobe
INO51306,#D65DB1,Anaerobe
INO53493,#D65DB1,Anaerobe
INO55689,#D65DB1,Anaerobe
INO57803,#D65DB1,Anaerobe
INO59786,#D65DB1,Anaerobe
INO61632,#D65DB1,Anaerobe
INO59785,#D65DB1,Anaerobe
INO55688,#D65DB1,Anaerobe
INO53492,#D65DB1,Anaerobe
INO55687,#D65DB1,Anaerobe
INO55686,#D65DB1,Anaerobe
INO44900,#D65DB1,Anaerobe
INO47010,#D65DB1,Anaerobe
INO49140,#D65DB1,Anaerobe
INO51305,#D65DB1,Anaerobe
INO53491,#D65DB1,Anaerobe
INO55685,#D65DB1,Anaerobe
INO57802,#D65DB1,Anaerobe
INO55684,#D65DB1,Anaerobe
INO53490,#D65DB1,Anaerobe
INO55683,#D65DB1,Anaerobe
INO55682,#D65DB1,Anaerobe
INO57801,#D65DB1,Anaerobe
INO57800,#D65DB1,Anaerobe
INO51304,#D65DB1,Anaerobe
INO47009,#D65DB1,Anaerobe
INO49139,#D65DB1,Anaerobe
INO51303,#D65DB1,Anaerobe
INO53489,#D65DB1,Anaerobe
INO55681,#D65DB1,Anaerobe
INO57799,#D65DB1,Anaerobe
INO59784,#D65DB1,Anaerobe
INO61631,#D65DB1,Anaerobe
INO63383,#D65DB1,Anaerobe
INO61630,#D65DB1,Anaerobe
INO57798,#D65DB1,Anaerobe
INO51302,#D65DB1,Anaerobe
INO53488,#D65DB1,Anaerobe
INO53487,#D65DB1,Anaerobe
INO55680,#D65DB1,Anaerobe
INO55679,#D65DB1,Anaerobe
INO49138,#D65DB1,Anaerobe
INO51301,#D65DB1,Anaerobe
INO53486,#D65DB1,Anaerobe
INO55678,#D65DB1,Anaerobe
INO57797,#D65DB1,Anaerobe
INO59783,#D65DB1,Anaerobe
INO61629,#D65DB1,Anaerobe
INO63382,#D65DB1,Anaerobe
INO57796,#D65DB1,Anaerobe
INO59782,#D65DB1,Anaerobe
INO61628,#D65DB1,Anaerobe
INO63381,#D65DB1,Anaerobe
INO65015,#D65DB1,Anaerobe
INO61627,#D65DB1,Anaerobe
INO63380,#D65DB1,Anaerobe
INO53485,#D65DB1,Anaerobe
INO55677,#D65DB1,Anaerobe
INO42813,#D65DB1,Anaerobe
INO44899,#D65DB1,Anaerobe
INO47008,#D65DB1,Anaerobe
INO49137,#D65DB1,Anaerobe
INO51300,#D65DB1,Anaerobe
INO53484,#D65DB1,Anaerobe
INO55676,#D65DB1,Anaerobe
INO57795,#D65DB1,Anaerobe
INO51299,#D65DB1,Anaerobe
INO49136,#D65DB1,Anaerobe
INO51298,#D65DB1,Anaerobe
INO53483,#D65DB1,Anaerobe
INO47007,#D65DB1,Anaerobe
INO49135,#D65DB1,Anaerobe
INO51297,#D65DB1,Anaerobe
INO53482,#D65DB1,Anaerobe
INO55675,#D65DB1,Anaerobe
INO55674,#D65DB1,Anaerobe
INO53481,#D65DB1,Anaerobe
INO40751,#D65DB1,Anaerobe
INO42812,#D65DB1,Anaerobe
INO44898,#D65DB1,Anaerobe
INO47006,#D65DB1,Anaerobe
INO44897,#D65DB1,Anaerobe
INO47005,#D65DB1,Anaerobe
INO49134,#D65DB1,Anaerobe
INO51296,#D65DB1,Anaerobe
INO49133,#D65DB1,Anaerobe
INO51295,#D65DB1,Anaerobe
INO53480,#D65DB1,Anaerobe
INO55673,#D65DB1,Anaerobe
INO57794,#D65DB1,Anaerobe
INO53479,#D65DB1,Anaerobe
INO55672,#D65DB1,Anaerobe
INO57793,#D65DB1,Anaerobe
INO59781,#D65DB1,Anaerobe
INO61626,#D65DB1,Anaerobe
INO63379,#D65DB1,Anaerobe
INO65014,#D65DB1,Anaerobe
INO66524,#D65DB1,Anaerobe
INO67950,#D65DB1,Anaerobe
INO69304,#D65DB1,Anaerobe
INO70527,#D65DB1,Anaerobe
INO71646,#D65DB1,Anaerobe
INO71645,#D65DB1,Anaerobe
INO72690,#D65DB1,Anaerobe
INO67949,#D65DB1,Anaerobe
INO69303,#D65DB1,Anaerobe
INO70526,#D65DB1,Anaerobe
INO71644,#D65DB1,Anaerobe
INO72689,#D65DB1,Anaerobe
INO73631,#D65DB1,Anaerobe
INO74426,#D65DB1,Anaerobe
INO75128,#D65DB1,Anaerobe
INO75759,#D65DB1,Anaerobe
INO76357,#D65DB1,Anaerobe
INO76846,#D65DB1,Anaerobe
INO76845,#D65DB1,Anaerobe
INO77282,#D65DB1,Anaerobe
INO75758,#D65DB1,Anaerobe
INO76356,#D65DB1,Anaerobe
INO74425,#D65DB1,Anaerobe
INO75127,#D65DB1,Anaerobe
INO75757,#D65DB1,Anaerobe
INO76355,#D65DB1,Anaerobe
INO75756,#D65DB1,Anaerobe
INO76354,#D65DB1,Anaerobe
INO76844,#D65DB1,Anaerobe
INO76353,#D65DB1,Anaerobe
INO75126,#D65DB1,Anaerobe
INO75755,#D65DB1,Anaerobe
INO76352,#D65DB1,Anaerobe
INO76351,#D65DB1,Anaerobe
INO76843,#D65DB1,Anaerobe
INO76842,#D65DB1,Anaerobe
INO77281,#D65DB1,Anaerobe
INO77702,#D65DB1,Anaerobe
INO78097,#D65DB1,Anaerobe
INO75754,#D65DB1,Anaerobe
INO76350,#D65DB1,Anaerobe
INO76841,#D65DB1,Anaerobe
INO77280,#D65DB1,Anaerobe
INO77701,#D65DB1,Anaerobe
INO78096,#D65DB1,Anaerobe
INO78095,#D65DB1,Anaerobe
INO78454,#D65DB1,Anaerobe
INO77279,#D65DB1,Anaerobe
INO77700,#D65DB1,Anaerobe
INO78094,#D65DB1,Anaerobe
INO78453,#D65DB1,Anaerobe
INO78093,#D65DB1,Anaerobe
INO77699,#D65DB1,Anaerobe
INO78092,#D65DB1,Anaerobe
INO78452,#D65DB1,Anaerobe
INO76840,#D65DB1,Anaerobe
INO77278,#D65DB1,Anaerobe
INO77698,#D65DB1,Anaerobe
INO78091,#D65DB1,Anaerobe
INO78451,#D65DB1,Anaerobe
INO77277,#D65DB1,Anaerobe
INO77697,#D65DB1,Anaerobe
INO78090,#D65DB1,Anaerobe
INO78450,#D65DB1,Anaerobe
INO78782,#D65DB1,Anaerobe
INO79076,#D65DB1,Anaerobe
INO79342,#D65DB1,Anaerobe
INO78089,#D65DB1,Anaerobe
INO78449,#D65DB1,Anaerobe
INO78781,#D65DB1,Anaerobe
INO79075,#D65DB1,Anaerobe
INO77696,#D65DB1,Anaerobe
INO78088,#D65DB1,Anaerobe
INO76349,#D65DB1,Anaerobe
INO76839,#D65DB1,Anaerobe
INO73630,#D65DB1,Anaerobe
INO74424,#D65DB1,Anaerobe
INO72688,#D65DB1,Anaerobe
INO73629,#D65DB1,Anaerobe
INO74423,#D65DB1,Anaerobe
INO71643,#D65DB1,Anaerobe
INO72687,#D65DB1,Anaerobe
INO70525,#D65DB1,Anaerobe
INO71642,#D65DB1,Anaerobe
INO72686,#D65DB1,Anaerobe
INO72685,#D65DB1,Anaerobe
INO73628,#D65DB1,Anaerobe
INO74422,#D65DB1,Anaerobe
INO69302,#D65DB1,Anaerobe
INO70524,#D65DB1,Anaerobe
INO71641,#D65DB1,Anaerobe
INO71640,#D65DB1,Anaerobe
INO72684,#D65DB1,Anaerobe
INO73627,#D65DB1,Anaerobe
INO72683,#D65DB1,Anaerobe
INO73626,#D65DB1,Anaerobe
INO74421,#D65DB1,Anaerobe
INO70523,#D65DB1,Anaerobe
INO71639,#D65DB1,Anaerobe
INO72682,#D65DB1,Anaerobe
INO73625,#D65DB1,Anaerobe
INO74420,#D65DB1,Anaerobe
INO75125,#D65DB1,Anaerobe
INO75753,#D65DB1,Anaerobe
INO76348,#D65DB1,Anaerobe
INO76838,#D65DB1,Anaerobe
INO76347,#D65DB1,Anaerobe
INO76837,#D65DB1,Anaerobe
INO77276,#D65DB1,Anaerobe
INO76836,#D65DB1,Anaerobe
INO77275,#D65DB1,Anaerobe
INO77695,#D65DB1,Anaerobe
INO78087,#D65DB1,Anaerobe
INO78448,#D65DB1,Anaerobe
INO78780,#D65DB1,Anaerobe
INO79074,#D65DB1,Anaerobe
INO79341,#D65DB1,Anaerobe
INO78086,#D65DB1,Anaerobe
INO78447,#D65DB1,Anaerobe
INO78779,#D65DB1,Anaerobe
INO79073,#D65DB1,Anaerobe
INO79340,#D65DB1,Anaerobe
INO79565,#D65DB1,Anaerobe
INO79770,#D65DB1,Anaerobe
INO79072,#D65DB1,Anaerobe
INO79339,#D65DB1,Anaerobe
INO78778,#D65DB1,Anaerobe
INO78446,#D65DB1,Anaerobe
INO78777,#D65DB1,Anaerobe
INO78776,#D65DB1,Anaerobe
INO77694,#D65DB1,Anaerobe
INO78085,#D65DB1,Anaerobe
INO78445,#D65DB1,Anaerobe
INO78775,#D65DB1,Anaerobe
INO79071,#D65DB1,Anaerobe
INO79338,#D65DB1,Anaerobe
INO77274,#D65DB1,Anaerobe
INO77693,#D65DB1,Anaerobe
INO78084,#D65DB1,Anaerobe
INO78444,#D65DB1,Anaerobe
INO78443,#D65DB1,Anaerobe
INO78774,#D65DB1,Anaerobe
INO78083,#D65DB1,Anaerobe
INO78442,#D65DB1,Anaerobe
INO78773,#D65DB1,Anaerobe
INO79070,#D65DB1,Anaerobe
INO77692,#D65DB1,Anaerobe
INO73624,#D65DB1,Anaerobe
INO72681,#D65DB1,Anaerobe
INO73623,#D65DB1,Anaerobe
INO74419,#D65DB1,Anaerobe
INO75124,#D65DB1,Anaerobe
INO75752,#D65DB1,Anaerobe
INO76346,#D65DB1,Anaerobe
INO76835,#D65DB1,Anaerobe
INO77273,#D65DB1,Anaerobe
INO77691,#D65DB1,Anaerobe
INO78082,#D65DB1,Anaerobe
INO78441,#D65DB1,Anaerobe
INO78772,#D65DB1,Anaerobe
INO79069,#D65DB1,Anaerobe
INO79337,#D65DB1,Anaerobe
INO79068,#D65DB1,Anaerobe
INO78440,#D65DB1,Anaerobe
INO75751,#D65DB1,Anaerobe
INO76345,#D65DB1,Anaerobe
INO75123,#D65DB1,Anaerobe
INO75750,#D65DB1,Anaerobe
INO76344,#D65DB1,Anaerobe
INO76834,#D65DB1,Anaerobe
INO77272,#D65DB1,Anaerobe
INO77690,#D65DB1,Anaerobe
INO78081,#D65DB1,Anaerobe
INO77689,#D65DB1,Anaerobe
INO78080,#D65DB1,Anaerobe
INO78439,#D65DB1,Anaerobe
INO78771,#D65DB1,Anaerobe
INO79067,#D65DB1,Anaerobe
INO78438,#D65DB1,Anaerobe
INO78770,#D65DB1,Anaerobe
INO78769,#D65DB1,Anaerobe
INO74418,#D65DB1,Anaerobe
INO75122,#D65DB1,Anaerobe
INO75749,#D65DB1,Anaerobe
INO71638,#D65DB1,Anaerobe
INO72680,#D65DB1,Anaerobe
INO73622,#D65DB1,Anaerobe
INO74417,#D65DB1,Anaerobe
INO75121,#D65DB1,Anaerobe
INO75748,#D65DB1,Anaerobe
INO76343,#D65DB1,Anaerobe
INO75747,#D65DB1,Anaerobe
INO76342,#D65DB1,Anaerobe
INO75120,#D65DB1,Anaerobe
INO75746,#D65DB1,Anaerobe
INO76341,#D65DB1,Anaerobe
INO74416,#D65DB1,Anaerobe
INO75119,#D65DB1,Anaerobe
INO75745,#D65DB1,Anaerobe
INO76340,#D65DB1,Anaerobe
INO76833,#D65DB1,Anaerobe
INO76339,#D65DB1,Anaerobe
INO76832,#D65DB1,Anaerobe
INO75744,#D65DB1,Anaerobe
INO75118,#D65DB1,Anaerobe
INO75743,#D65DB1,Anaerobe
INO76338,#D65DB1,Anaerobe
INO76831,#D65DB1,Anaerobe
INO77271,#D65DB1,Anaerobe
INO77688,#D65DB1,Anaerobe
INO76830,#D65DB1,Anaerobe
INO76337,#D65DB1,Anaerobe
INO73621,#D65DB1,Anaerobe
INO72679,#D65DB1,Anaerobe
INO73620,#D65DB1,Anaerobe
INO74415,#D65DB1,Anaerobe
INO65013,#D65DB1,Anaerobe
INO66523,#D65DB1,Anaerobe
INO67948,#D65DB1,Anaerobe
INO69301,#D65DB1,Anaerobe
INO66522,#D65DB1,Anaerobe
INO67947,#D65DB1,Anaerobe
INO69300,#D65DB1,Anaerobe
INO70522,#D65DB1,Anaerobe
INO63378,#D65DB1,Anaerobe
INO65012,#D65DB1,Anaerobe
INO66521,#D65DB1,Anaerobe
INO67946,#D65DB1,Anaerobe
INO69299,#D65DB1,Anaerobe
INO67945,#D65DB1,Anaerobe
INO69298,#D65DB1,Anaerobe
INO70521,#D65DB1,Anaerobe
INO71637,#D65DB1,Anaerobe
INO72678,#D65DB1,Anaerobe
INO70520,#D65DB1,Anaerobe
INO71636,#D65DB1,Anaerobe
INO71635,#D65DB1,Anaerobe
INO72677,#D65DB1,Anaerobe
INO73619,#D65DB1,Anaerobe
INO72676,#D65DB1,Anaerobe
INO73618,#D65DB1,Anaerobe
INO65011,#D65DB1,Anaerobe
INO66520,#D65DB1,Anaerobe
INO67944,#D65DB1,Anaerobe
INO67943,#D65DB1,Anaerobe
INO69297,#D65DB1,Anaerobe
INO61625,#D65DB1,Anaerobe
INO63377,#D65DB1,Anaerobe
INO63376,#D65DB1,Anaerobe
INO65010,#D65DB1,Anaerobe
INO66519,#D65DB1,Anaerobe
INO67942,#D65DB1,Anaerobe
INO67941,#D65DB1,Anaerobe
INO65009,#D65DB1,Anaerobe
INO59780,#D65DB1,Anaerobe
INO55671,#D65DB1,Anaerobe
INO57792,#D65DB1,Anaerobe
INO59779,#D65DB1,Anaerobe
INO61624,#D65DB1,Anaerobe
INO59778,#D65DB1,Anaerobe
INO61623,#D65DB1,Anaerobe
INO57791,#D65DB1,Anaerobe
INO59777,#D65DB1,Anaerobe
INO61622,#D65DB1,Anaerobe
INO59776,#D65DB1,Anaerobe
INO61621,#D65DB1,Anaerobe
INO63375,#D65DB1,Anaerobe
INO51294,#D65DB1,Anaerobe
INO53478,#D65DB1,Anaerobe
INO55670,#D65DB1,Anaerobe
INO57790,#D65DB1,Anaerobe
INO57789,#D65DB1,Anaerobe
INO55669,#D65DB1,Anaerobe
INO57788,#D65DB1,Anaerobe
INO59775,#D65DB1,Anaerobe
INO53477,#D65DB1,Anaerobe
INO47004,#D65DB1,Anaerobe
INO49132,#D65DB1,Anaerobe
INO51293,#D65DB1,Anaerobe
INO53476,#D65DB1,Anaerobe
INO55668,#D65DB1,Anaerobe
INO57787,#D65DB1,Anaerobe
INO59774,#D65DB1,Anaerobe
INO61620,#D65DB1,Anaerobe
INO63374,#D65DB1,Anaerobe
INO63373,#D65DB1,Anaerobe
INO65008,#D65DB1,Anaerobe
