	K04069	K04759	K00275	K06990	K05919	K09141	K18707	K07137	K05601	K17828	K21636	K00254	K03737	K07146	K00526	K01589	K00176	K02275	K01647	K06886	K01061	K01677	K01772	K02257	K02259	K01599	K00228	K00658	K01895	K02274	K00362	K03635	K00632	K04063	K00627	K07586	K00164	K00383	K00457	K00867	gbdt prob	LR	LR prob
RS_GCF_014696345.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.8807496	1	0.7045160566417439
GB_GCA_001873375.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.8807496	1	0.7045160566417439
GB_GCA_003249015.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.84717804	1	0.6176988476406938
GB_GCA_002325645.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.82339764	1	0.676024147042264
RS_GCF_014696355.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.85491353	1	0.865551521050861
GB_GCA_013361095.1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.87998724	1	0.9083835027490967
GB_GCA_020404105.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.84717804	1	0.6176988476406938
RS_GCF_003967015.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.8425526	1	0.8135253205132947
RS_GCF_012863495.1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.8025595	1	0.8627399258669972
RS_GCF_014696925.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.85491353	1	0.8862471590268857
RS_GCF_002251945.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.8425526	1	0.8135253205132947
GB_GCA_003249035.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8264871	1	0.9084963035907833
RS_GCF_016584665.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	0	0.7762829	1	0.8149231553839109
GB_GCA_023336205.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.8807496	1	0.7045160566417439
GB_GCA_020404895.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.83697134	1	0.8353891069161656
RS_GCF_006937785.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.85491353	1	0.865551521050861
RS_GCF_002914585.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.85491353	1	0.865551521050861
GB_GCA_903819605.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8641792	1	0.7126822809444178
RS_GCF_000332215.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.83697134	1	0.8353891069161656
GB_GCA_003242085.1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.85491353	1	0.8862471590268857
RS_GCF_014696385.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.8425526	1	0.8135253205132947
RS_GCF_001402795.1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.87998724	1	0.8865708478900394
RS_GCF_000317085.1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.91082764	1	0.7672242698453932
RS_GCF_000317065.1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.90158826	1	0.7359639400527347
RS_GCF_000332175.1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0.81079733	1	0.8595068508685741
GB_GCA_022402445.1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.8760025	1	0.6789375147221861
GB_GCA_004292515.1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.84770805	1	0.7221587806944193
RS_GCF_000010065.1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.9031008	1	0.7240011822327009
GB_GCA_001913845.2	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.8760025	1	0.6927106080991958
RS_GCF_014698235.1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.8760025	1	0.6927106080991958
RS_GCF_003846445.1	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.9031008	1	0.7240011822327009
GB_GCA_012032745.1	0	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0.8497339	1	0.814605383680515
GB_GCA_012034805.1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0.74638134	1	0.8861746623741371
GB_GCA_012034795.1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0.82525826	1	0.7127566518827545
RS_GCF_000317045.1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8760025	1	0.7317666521134202
RS_GCF_000332315.1	0	0	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.9031008	1	0.7110455455821671
GB_GCA_019359505.1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.9031008	1	0.8493383164339052
RS_GCF_014764505.1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	0	0.8139415	1	0.9480510038772804
GB_GCA_019358855.1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0.87998724	1	0.9431391179775024
GB_GCA_016208305.1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.87492806	1	0.792541990825314
GB_GCA_012034615.1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0.8689152	1	0.9407625184926354
GB_GCA_012033255.1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0.7926233	1	0.8192177325924566
GB_GCA_015272325.1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0.76533574	1	0.783071798524793
GB_GCA_003003615.1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.90666306	1	0.8227485801426769
GB_GCA_000733415.1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	0.95625234	1	0.9295788270092161
GB_GCA_002796835.1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.84717804	1	0.5081000483684281
GB_GCA_012033495.1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0.6821574	0	0.45691094924791953
GB_GCA_019359155.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8425526	1	0.8407559634338422
GB_GCA_014695325.1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0.8397196	1	0.8913525375195915
RS_GCF_002215035.1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0.79904497	1	0.871090456983672
RS_GCF_015207605.1	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0.78849304	1	0.7831299757411191
GB_GCA_014695345.1	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	0	0.71753675	1	0.8661225396451433
GB_GCA_012031415.1	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0.82525826	1	0.6703020587952927
GB_GCA_012033355.1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.9249736	1	0.8492944822480962
RS_GCF_014696105.1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0.90158826	1	0.861118333833482
GB_GCA_012031475.1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0.6102481	1	0.6834004380656971
GB_GCA_015295905.1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.8760025	1	0.6825968513908937
GB_GCA_003695655.1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0.79859143	1	0.6036678927979704
RS_GCF_013177315.1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.7991346	1	0.7939076048635478
GB_GCA_001548395.1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.7991346	1	0.7939076048635478
GB_GCA_019359435.1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0.83204865	1	0.7933393680683659
GB_GCA_015207365.1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.52221483	0	0.466986125054405
GB_GCA_012032525.1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0.9249736	1	0.875929511060421
GB_GCA_015272205.1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.8760025	1	0.6825968513908937
RS_GCF_014695575.1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0.90867925	1	0.8398076314270746
GB_GCA_010672345.1	1	1	1	0	0	0	0	1	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8641792	1	0.5671605905363903
RS_GCF_014697545.1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0.92566746	1	0.8853329464028167
GB_GCA_007694125.1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.84770805	1	0.6391634017702653
GB_GCA_025054735.1	1	1	1	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.94284874	1	0.8922498670808372
GB_GCA_903897715.1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.91082764	1	0.7995502366946109
RS_GCF_016888135.1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8045014	1	0.7903690592120228
GB_GCA_015295835.1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.48298517	0	0.4199375117369014
GB_GCA_019359355.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0.8395607	1	0.8144240776421099
RS_GCF_014695725.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0.8395607	1	0.8144240776421099
RS_GCF_014695715.1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0.8395607	1	0.8144240776421099
RS_GCF_000332335.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.52221483	0	0.4511124514376725
RS_GCF_001870905.1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7222123	1	0.5586518664468662
GB_GCA_015295945.1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.92207086	1	0.9348105275301527
GB_GCA_015207075.1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.9473327	1	0.7876911311220194
GB_GCA_019359235.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0.5042743	1	0.590362617405979
GB_GCA_001314905.1	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	0.804952	1	0.8339572338837195
GB_GCA_001637315.1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0.804952	1	0.8544077881645468
GB_GCA_004299065.1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8045014	1	0.7681934153793858
GB_GCA_020386575.1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.9097471	1	0.9030144372586947
GB_GCA_012911965.1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.92207086	1	0.9575511432126935
RS_GCF_009846485.1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.9097471	1	0.9030144372586947
RS_GCF_023983615.1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8045014	1	0.7795803280200819
GB_GCA_001657325.1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.9285841	1	0.7832959303564737
GB_GCA_004293855.1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0.9054059	1	0.848353480422373
GB_GCA_011390275.1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.939764	1	0.7667759032866942
RS_GCF_000332355.1	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.89426863	1	0.9333357301441689
GB_GCA_012033105.1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0.9389901	1	0.8634362911757204
RS_GCF_017313335.1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0.5284479	1	0.5420246138554774
RS_GCF_012295525.1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7222123	1	0.5586518664468662
GB_GCA_011390515.1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.49500728	0	0.44518940416416075
RS_GCF_000317105.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.6907306	1	0.6362765751599604
RS_GCF_024220515.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.6907306	1	0.6362765751599604
GB_GCA_011390955.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.66054654	1	0.5796573387839721
RS_GCF_001276715.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.66054654	1	0.5796573387839721
GB_GCA_015296065.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.6907306	1	0.6362765751599604
GB_GCA_022822685.1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0.61381775	0	0.4936333742554119
RS_GCF_016446395.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.66054654	1	0.5796573387839721
GB_GCA_010672965.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0.7092485	1	0.7483653168714168
GB_GCA_010692555.1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0.6641044	1	0.6401204058222564
RS_GCF_014132355.1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0.44378608	0	0.42539075923884373
RS_GCF_003838195.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0.52221483	1	0.5308503115835587
GB_GCA_010672455.1	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0.52221483	1	0.5467349886554149
GB_GCA_018457135.1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7566547	1	0.7055490544269686
GB_GCA_010672085.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7092485	1	0.6290798350881867
GB_GCA_010672585.1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7222123	1	0.5586518664468662
GB_GCA_010672525.1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0.7222123	1	0.6500722252509753
GB_GCA_023356535.1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	0	0.7566547	1	0.8077576783550741
GB_GCA_023356605.1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7566547	1	0.7055490544269686
GB_GCA_023356515.1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0.6356811	1	0.7838214960999329
GB_GCA_010672385.1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7222123	1	0.5586518664468662
RS_GCF_002260545.1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0.3865892	0	0.3768846801148318
RS_GCF_900010725.2	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.74223095	1	0.8338926609074889
RS_GCF_900009145.1	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.8857808	1	0.8215953311326083
RS_GCF_014697575.1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.939764	1	0.7691728446253198
GB_GCA_903893625.1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7976564	1	0.7022539119347667
RS_GCF_900009135.1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7976564	1	0.7768075459226327
GB_GCA_904830895.1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7976564	1	0.7022539119347667
GB_GCA_003609755.1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.5801748	1	0.693235357716568
GB_GCA_001873365.1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0.7976564	1	0.7022539119347667
GB_GCA_003456035.1	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0.91911054	1	0.7096630648797454
